ticker,year,quarter,investCost,fromInvest,fromFinancial,fromSale,freeCashFlow
VRC,2021,5,0,0,171,-173,174.0
VQC,2021,5,-11,-8,-5,13,9.0
VPS,2021,5,-3,-21,-30,56,2.0
VPI,2021,5,-90,-1211,764,539,-39.0
VPH,2021,5,-3,156,28,-83,195.0
VPG,2021,5,-45,-20,246,276,583.0
VPD,2021,5,-22,-21,-255,350,142.0
VPC,2021,5,0,0,-2,1,4.0
VPB,2021,5,-39,25883,-112,5116,0.0
VPA,2021,5,0,0,0,-1,2.0
VOS,2021,5,-13,28,-686,709,805.0
VOC,2021,5,0,238,-265,63,86.0
VNY,2021,5,0,0,4,0,25.0
VNT,2021,5,-2,-20,14,20,31.0
VNS,2021,5,-34,65,-154,16,-40.0
VNR,2021,5,-2,207,-197,-40,345.0
VNP,2021,5,0,17,-32,26,75.0
VNM,2021,5,-1531,-3933,-5257,9432,13588.0
VNL,2021,5,0,5,-14,1,73.0
VNH,2021,5,0,0,0,1,1.0
VNG,2021,5,-5,-50,135,-175,89.0
VNF,2021,5,-1,-24,275,-166,347.0
VNE,2021,5,-604,-689,350,291,-934.0
VND,2021,5,-29,-40,15127,-13359,-1706.0
VNC,2021,5,-33,-31,-15,62,8.0
VNB,2021,5,0,22,0,-22,35.0
VNA,2021,5,-7,-32,-36,225,273.0
VMS,2021,5,0,6,-12,-2,26.0
VMG,2021,5,-8,-8,5,-1,4.0
VMD,2021,5,-23,-18,476,-612,686.0
VMC,2021,5,-17,-14,4,-11,21.0
VMA,2021,5,-8,-8,-2,3,22.0
VLW,2021,5,-25,-48,-48,78,78.0
VLP,2021,5,-4,-4,-3,24,0.0
VLG,2021,5,0,6,-33,39,-12.0
VLC,2021,5,-152,-1191,1091,214,94.0
VLB,2021,5,0,86,-171,140,215.0
VLA,2021,5,-3,3,0,-5,3.0
VKC,2021,5,-17,-3,100,-109,108.0
VJC,2021,5,-175,-883,6393,-6551,4746.0
VIX,2021,5,-1,1,1847,-1823,737.0
VIW,2021,5,-33,43,-45,72,3.0
VIT,2021,5,-757,-755,585,127,-636.0
VIP,2021,5,-4,-73,-116,160,189.0
VIN,2021,5,-1,54,-20,-23,60.0
VIH,2021,5,-7,67,-87,31,15.0
VIG,2021,5,0,0,0,6,13.0
VIF,2021,5,-41,475,-327,-182,505.0
VIE,2021,5,0,0,1,-1,2.0
VID,2021,5,-2,77,0,-22,73.0
VIC,2021,5,-36841,-22384,25672,-14206,1470.0
VIB,2021,5,-326,-321,0,9634,0.0
VHM,2021,5,-17898,-21996,-4165,17074,35207.0
VHL,2021,5,-2,5,-141,72,183.0
VHH,2021,5,0,0,-2,1,-2.0
VHG,2021,5,0,1,0,-1,-49.0
VHF,2021,5,0,-16,36,-18,13.0
VHE,2021,5,-2,-5,165,-160,176.0
VHD,2021,5,-7,-268,326,-52,68.0
VHC,2021,5,-588,-843,665,332,1287.0
VGV,2021,5,-2,-14,-13,27,28.0
VGT,2021,5,-830,-817,-72,1056,1321.0
VGS,2021,5,-251,-251,76,206,-189.0
VGR,2021,5,-30,-115,-190,322,281.0
VGP,2021,5,0,17,437,-473,499.0
VGL,2021,5,-5,-5,-17,-5,46.0
VGI,2021,5,-2512,-526,-2741,5183,199.0
VGG,2021,5,-151,-86,-116,113,82.0
VGC,2021,5,-3386,-3523,-509,4795,-1538.0
VFS,2021,5,0,11,293,-277,97.0
VFR,2021,5,0,-11,-16,24,26.0
VFG,2021,5,-9,12,-425,776,-418.0
VFC,2021,5,-25,-77,-12,92,62.0
VET,2021,5,-10,-9,-40,-24,224.0
VES,2021,5,0,0,0,0,0.0
VEF,2021,5,-612,-2761,1400,-2300,491.0
VEC,2021,5,-9,-54,-10,54,-59.0
VEA,2021,5,-80,8148,-7985,-187,6293.0
VE9,2021,5,0,2,0,-1,-8.0
VE8,2021,5,0,-10,52,-43,1.0
VE4,2021,5,-2,1,7,-13,-1.0
VE3,2021,5,-3,-1,8,-3,-2.0
VE2,2021,5,-2,-2,8,-1,-1.0
VE1,2021,5,0,1,0,-12,1.0
VDS,2021,5,-25,-45,920,-984,416.0
VDP,2021,5,-24,4,28,-34,138.0
VDL,2021,5,-7,-13,3,6,-3.0
VCX,2021,5,-16,-32,-24,56,77.0
VCW,2021,5,-735,-728,188,316,-441.0
VCS,2021,5,-41,-87,-750,1095,2668.0
VCR,2021,5,-1151,-1148,1169,-985,-183.0
VCP,2021,5,-250,-416,-124,541,-348.0
VCM,2021,5,0,7,-4,-2,8.0
VCI,2021,5,-6,-6,4246,-3750,1401.0
VCG,2021,5,-1407,-6075,6494,394,-1231.0
VCF,2021,5,-15,989,-659,592,264.0
VCE,2021,5,0,0,-1,-4,11.0
VCC,2021,5,-7,-3,-48,51,-24.0
VCB,2021,5,-1621,-1590,-1886,-56552,0.0
VCA,2021,5,-4,-4,227,-248,375.0
VC9,2021,5,0,-58,-45,103,-57.0
VC7,2021,5,-21,-101,295,-149,144.0
VC6,2021,5,0,17,-24,13,9.0
VC5,2021,5,-3,-3,-3,5,-90.0
VC3,2021,5,0,-31,345,-84,149.0
VC2,2021,5,-4,-392,550,-60,181.0
VC1,2021,5,0,0,-18,22,-12.0
VBH,2021,5,0,3,0,-2,1.0
VBC,2021,5,-1,-1,-40,38,27.0
VBB,2021,5,-69,-69,0,25,0.0
VAV,2021,5,-49,-46,-32,88,145.0
VAF,2021,5,-3,-41,-21,156,-99.0
VAB,2021,5,-31,-28,0,7829,0.0
V21,2021,5,0,-15,-15,55,-54.0
V12,2021,5,-1,15,-63,61,-45.0
V11,2021,5,0,0,0,-1,-15.0
UPH,2021,5,0,13,-8,5,-14.0
UNI,2021,5,-85,-85,79,1,-86.0
UIC,2021,5,-46,3,-112,58,32.0
UEM,2021,5,-4,-3,2,2,5.0
UDJ,2021,5,0,2,-32,40,21.0
UDC,2021,5,-2,1,-66,63,-44.0
UCT,2021,5,0,1,0,2,-6.0
TYA,2021,5,-10,-29,189,-195,341.0
TXM,2021,5,0,1,19,-47,46.0
TVW,2021,5,-15,-15,-9,23,-4.0
TVT,2021,5,-49,54,-285,116,189.0
TVS,2021,5,-10,-10,754,-523,-1379.0
TVN,2021,5,-103,90,1891,-1365,3660.0
TVM,2021,5,0,0,-8,6,0.0
TVD,2021,5,-250,-250,-447,700,299.0
TVC,2021,5,0,-301,691,-193,665.0
TVB,2021,5,0,9,445,-396,327.0
TV4,2021,5,-6,-10,0,15,53.0
TV3,2021,5,-1,-26,9,-21,86.0
TV2,2021,5,-80,245,46,-273,462.0
TV1,2021,5,-1,-1,-137,149,-16.0
TTZ,2021,5,0,0,-2,1,2.0
TTT,2021,5,-1,44,-12,-4,60.0
TTS,2021,5,0,0,-90,92,47.0
TTP,2021,5,-31,77,-20,-58,89.0
TTN,2021,5,-29,24,-13,7,76.0
TTL,2021,5,-6,10,78,-268,352.0
TTH,2021,5,0,0,1,24,-19.0
TTF,2021,5,-101,-91,512,-253,2.0
TTE,2021,5,-1,-174,136,79,35.0
TTD,2021,5,-15,-14,-36,32,7.0
TTC,2021,5,0,0,-7,34,-1.0
TTB,2021,5,-91,54,-321,231,-335.0
TTA,2021,5,-289,-289,-17,326,70.0
TST,2021,5,0,0,4,1,1.0
TSJ,2021,5,0,83,-82,6,34.0
TSC,2021,5,-5,-49,84,-32,209.0
TSB,2021,5,-6,-6,1,8,8.0
TS4,2021,5,0,0,-3,3,-21.0
TRT,2021,5,-14,-14,-41,64,55.0
TRC,2021,5,-36,-2,-60,21,139.0
TRA,2021,5,-31,-198,-190,290,338.0
TPP,2021,5,-22,-34,266,-110,196.0
TPH,2021,5,-4,-4,-1,4,0.0
TPC,2021,5,-11,-3,-25,17,30.0
TPB,2021,5,-629,-629,2852,34229,0.0
TOW,2021,5,-16,-21,8,19,3.0
TOT,2021,5,0,3,-7,5,16.0
TOS,2021,5,-359,-199,-13,356,28.0
TOP,2021,5,0,8,0,-6,4.0
TNW,2021,5,-135,-159,79,58,-125.0
TNT,2021,5,0,1,255,-114,192.0
TNS,2021,5,-2,-2,-30,52,62.0
TNI,2021,5,-2,52,44,-96,62.0
TNH,2021,5,-153,-189,-6,305,-109.0
TNG,2021,5,-580,-577,422,36,196.0
TNC,2021,5,-17,29,-38,-10,53.0
TNB,2021,5,-9,-9,253,-241,292.0
TNA,2021,5,-1,-55,-11,91,-32.0
TN1,2021,5,-2,26,515,-543,884.0
TMX,2021,5,0,12,-5,-7,8.0
TMT,2021,5,-4,-249,342,-128,275.0
TMS,2021,5,-214,-396,995,14,778.0
TMP,2021,5,-157,67,-389,349,340.0
TMG,2021,5,-67,-65,-101,187,169.0
TMC,2021,5,-6,-6,-32,44,-5.0
TMB,2021,5,-2,-2,-816,815,-687.0
TLT,2021,5,-2,-2,-14,37,34.0
TLP,2021,5,-220,651,-530,61,-419.0
TLH,2021,5,-6,-59,397,-428,1363.0
TLG,2021,5,-58,99,-189,221,427.0
TLD,2021,5,-80,-39,9,27,-39.0
TL4,2021,5,-26,-17,-60,27,-75.0
TKU,2021,5,-26,5,112,-110,321.0
TKG,2021,5,0,0,2,-5,10.0
TKC,2021,5,-10,-10,126,-141,188.0
TJC,2021,5,-6,-41,5,33,11.0
TIX,2021,5,-29,-62,-53,102,95.0
TIS,2021,5,-55,-50,-218,398,329.0
TIP,2021,5,-30,-117,-90,164,13.0
TIN,2021,5,-14,-14,0,24,0.0
TIG,2021,5,-14,-794,414,754,-495.0
TIE,2021,5,0,0,0,57,-89.0
TID,2021,5,-690,-955,-160,1465,-1023.0
THW,2021,5,-2,3,-3,17,1.0
THT,2021,5,-430,-429,-326,751,-439.0
THS,2021,5,-1,0,5,-5,17.0
THP,2021,5,-63,-62,214,-159,187.0
THN,2021,5,-58,-1,-52,72,-17.0
THI,2021,5,-222,-93,-58,148,15.0
THG,2021,5,-45,-31,-2,101,184.0
THD,2021,5,-28,-856,2071,-973,2036.0
THB,2021,5,-2,1,-3,33,14.0
TH1,2021,5,-1,-26,-163,191,173.0
TGG,2021,5,-21,16,-3,-1,96.0
TFC,2021,5,-3,-64,62,-38,-13.0
TET,2021,5,0,3,-5,7,11.0
TEG,2021,5,2,-211,460,-193,221.0
TED,2021,5,-11,-13,4,14,113.0
TDW,2021,5,-41,-29,-23,-7,133.0
TDT,2021,5,-28,-24,76,-4,59.0
TDS,2021,5,-2,0,96,-184,292.0
TDP,2021,5,-136,-619,672,11,129.0
TDN,2021,5,-122,-119,-112,229,106.0
TDM,2021,5,-58,-36,-277,345,335.0
TDH,2021,5,-11,1076,-1068,-209,-1611.0
TDG,2021,5,0,0,18,-12,48.0
TDF,2021,5,-165,-163,-29,197,-71.0
TDC,2021,5,-4,-1,82,-43,331.0
TCW,2021,5,-29,-60,-77,95,123.0
TCT,2021,5,0,24,-6,4,35.0
TCR,2021,5,-35,-35,-38,26,36.0
TCO,2021,5,-78,-5,45,-95,117.0
TCM,2021,5,-117,-117,189,-89,491.0
TCL,2021,5,-2,75,-82,-19,308.0
TCK,2021,5,-1,4,29,-27,37.0
TCI,2021,5,-5,4,684,-481,196.0
TCH,2021,5,-1,-1519,2137,62,916.0
TCD,2021,5,-20,-108,108,124,-602.0
TCB,2021,5,-940,-880,60,12828,0.0
TC6,2021,5,0,0,-69,68,263.0
TBX,2021,5,-1,-1,-3,4,-1.0
TBD,2021,5,-23,-20,152,-198,463.0
TBC,2021,5,-26,-104,-227,315,218.0
TAW,2021,5,-7,-6,-5,8,2.0
TAR,2021,5,-11,-5,473,-401,665.0
TAG,2021,5,0,-15,0,15,5.0
TA9,2021,5,-4,-9,-71,400,-337.0
SZL,2021,5,-314,-242,-46,102,-124.0
SZG,2021,5,-85,-146,78,-180,140.0
SZE,2021,5,-171,-141,80,6,-75.0
SZC,2021,5,-1099,-1068,474,704,-696.0
SZB,2021,5,-50,2,-76,79,132.0
SWC,2021,5,-211,-133,5,191,14.0
SVT,2021,5,0,-4,-23,17,18.0
SVN,2021,5,-32,14,0,-16,-16.0
SVI,2021,5,-8,17,-106,121,135.0
SVH,2021,5,-2,-2,-86,17,21.0
SVG,2021,5,-7,-7,14,-1,53.0
SVD,2021,5,-1,0,-34,41,27.0
SVC,2021,5,-92,-28,-92,-136,467.0
STW,2021,5,-3,-1,-47,44,9.0
STT,2021,5,0,0,-1,1,-10.0
STS,2021,5,0,-94,0,34,14.0
STP,2021,5,-2,17,-10,-4,14.0
STK,2021,5,-3,30,-50,290,461.0
STH,2021,5,-1,-20,33,-10,13.0
STG,2021,5,-268,-195,-39,260,112.0
STC,2021,5,-2,-1,-8,-35,81.0
STB,2021,5,-607,-83,4770,-11879,0.0
ST8,2021,5,-14,-24,-1,-37,77.0
SSN,2021,5,0,5,-2,-3,0.0
SSM,2021,5,0,0,26,-20,-4.0
SSI,2021,5,-165,2841,8330,-10419,-2212.0
SSH,2021,5,-32,-431,-373,900,-1095.0
SSG,2021,5,0,0,0,5,14.0
SSC,2021,5,-15,-36,-20,68,40.0
SSB,2021,5,-114,105,2406,8570,0.0
SRT,2021,5,0,2,-77,96,-214.0
SRF,2021,5,-17,72,-84,9,28.0
SRC,2021,5,-4,-288,100,163,-50.0
SRB,2021,5,0,0,0,0,0.0
SRA,2021,5,-83,-64,100,-33,81.0
SQC,2021,5,0,0,0,-1,-2.0
SPM,2021,5,-7,-1,-4,6,47.0
SPI,2021,5,0,-25,-15,38,-40.0
SPD,2021,5,-18,-18,-35,91,-17.0
SPC,2021,5,-6,0,14,-30,84.0
SP2,2021,5,0,-3,-45,67,105.0
SNZ,2021,5,-2074,-1156,-53,1133,202.0
SMT,2021,5,-3,-4,3,-26,-1.0
SMN,2021,5,0,1,-4,2,11.0
SMC,2021,5,-539,-636,830,-752,2236.0
SMB,2021,5,-54,-220,-63,292,106.0
SMA,2021,5,-1,-1,-39,40,21.0
SLS,2021,5,-22,-18,-75,95,350.0
SKV,2021,5,-12,-13,-53,109,53.0
SKH,2021,5,-14,-13,-27,-8,170.0
SKG,2021,5,-38,17,-32,9,-27.0
SJS,2021,5,-2,-6,521,-398,423.0
SJM,2021,5,0,-6,0,7,0.0
SJG,2021,5,-26,320,-1530,1304,645.0
SJF,2021,5,0,-101,-76,180,-132.0
SJE,2021,5,-4,0,-157,189,61.0
SJD,2021,5,-1,16,-37,-10,458.0
SJC,2021,5,0,0,-1,3,2.0
SIP,2021,5,-756,-762,-247,805,63.0
SII,2021,5,-15,101,-37,-36,7.0
SID,2021,5,-3,131,-1,-79,130.0
SIC,2021,5,-31,-255,219,36,-56.0
SHS,2021,5,-12,-8,3152,-3145,2473.0
SHP,2021,5,-1,-1,-282,421,421.0
SHN,2021,5,-47,-264,-198,700,-666.0
SHI,2021,5,-84,-212,389,-230,550.0
SHG,2021,5,0,0,-3,4,-48.0
SHE,2021,5,-3,-5,-2,1,31.0
SHC,2021,5,-24,-29,-1,12,-12.0
SHB,2021,5,-195,-200,6739,17690,0.0
SHA,2021,5,-40,-65,45,-58,87.0
SGT,2021,5,-209,-1582,1630,-89,57.0
SGS,2021,5,-1,-12,-23,27,35.0
SGR,2021,5,-5,-131,2,157,-77.0
SGP,2021,5,-57,-397,153,303,1094.0
SGN,2021,5,0,8,-84,188,145.0
SGI,2021,5,-35,-540,264,116,115.0
SGH,2021,5,0,-4,0,2,4.0
SGD,2021,5,-1,7,-2,-9,13.0
SGC,2021,5,-28,-34,-4,17,47.0
SGB,2021,5,-66,42,0,-284,0.0
SFN,2021,5,-1,0,-5,11,17.0
SFI,2021,5,-19,128,-35,2,273.0
SFG,2021,5,-14,-266,304,6,105.0
SFC,2021,5,0,4,-55,19,35.0
SED,2021,5,-4,-3,16,-26,34.0
SEB,2021,5,0,9,-175,206,188.0
SEA,2021,5,-3,1364,12,-39,258.0
SDY,2021,5,-1,-1,0,2,0.0
SDU,2021,5,0,0,-68,30,-7.0
SDT,2021,5,-1,6,-126,135,-76.0
SDP,2021,5,0,8,-11,2,-97.0
SDN,2021,5,-1,-1,-5,7,21.0
SDK,2021,5,-3,-3,-6,11,14.0
SDJ,2021,5,0,2,-7,5,-22.0
SDG,2021,5,-46,-42,27,3,-27.0
SDD,2021,5,0,0,-13,10,-11.0
SDC,2021,5,0,2,-9,7,-2.0
SDA,2021,5,0,8,0,-7,23.0
SD9,2021,5,-5,-2,-80,81,163.0
SD7,2021,5,1,0,0,2,-8.0
SD6,2021,5,0,1,-81,76,-34.0
SD5,2021,5,-10,17,9,-74,167.0
SD4,2021,5,0,0,-50,43,-3.0
SD3,2021,5,-5,-5,-127,144,-84.0
SD2,2021,5,0,6,-72,79,-41.0
SCY,2021,5,-13,46,-11,-49,115.0
SCS,2021,5,-6,-298,-271,591,625.0
SCR,2021,5,-5,137,-1220,916,-654.0
SCO,2021,5,0,0,-5,5,2.0
SCL,2021,5,-7,-7,-18,33,37.0
SCJ,2021,5,-51,-51,10,40,85.0
SCI,2021,5,-79,160,-132,115,249.0
SCG,2021,5,-3,-404,1961,-1378,1541.0
SCD,2021,5,-47,7,0,-35,-60.0
SCC,2021,5,0,0,0,0,5.0
SC5,2021,5,-1,7,-60,133,-77.0
SBV,2021,5,-1,0,-44,40,121.0
SBT,2021,5,-349,-1799,2086,900,1135.0
SBS,2021,5,-2,1,0,-6,-197.0
SBR,2021,5,-3,-38,-26,71,56.0
SBM,2021,5,-7,-7,-96,113,112.0
SBL,2021,5,-1,-1,-25,56,3.0
SBH,2021,5,-27,206,-853,625,661.0
SBA,2021,5,-10,-9,-124,162,108.0
SAV,2021,5,-15,2,15,27,64.0
SAS,2021,5,-28,159,-83,8,-39.0
SAP,2021,5,0,0,0,0,-1.0
SAM,2021,5,-94,-246,1832,-1044,1199.0
SAF,2021,5,-4,-61,-30,120,45.0
SAC,2021,5,0,-5,-3,14,6.0
SAB,2021,5,-330,-1223,-1414,3518,3490.0
S99,2021,5,-336,-42,-43,230,-24.0
S74,2021,5,-11,-6,0,7,7.0
S72,2021,5,0,0,-16,15,22.0
S55,2021,5,-266,-166,113,53,-161.0
S4A,2021,5,-4,-4,-170,199,136.0
S12,2021,5,0,1,0,-1,-7.0
RTB,2021,5,-96,65,-349,205,333.0
ROS,2021,5,-227,-860,444,416,-453.0
RIC,2021,5,-3,-2,38,-59,-59.0
RGC,2021,5,-174,31,0,-14,-135.0
REE,2021,5,-3912,-2013,1667,1525,-307.0
RDP,2021,5,-58,10,0,-5,123.0
RCL,2021,5,0,38,-10,-33,14.0
RCC,2021,5,-8,260,-135,-72,141.0
RAL,2021,5,-216,-214,423,-238,1094.0
QTP,2021,5,-5,-407,-2025,1802,1328.0
QTC,2021,5,-3,5,3,-10,18.0
QST,2021,5,-10,-10,5,4,-5.0
QPH,2021,5,0,-30,-83,108,79.0
QNW,2021,5,-5,-6,-3,29,6.0
QNS,2021,5,-114,-1274,-445,1476,1719.0
QNC,2021,5,-118,-229,15,205,66.0
QHW,2021,5,-13,-6,-10,67,-22.0
QHD,2021,5,-7,-7,0,11,5.0
QCG,2021,5,-5,-7,-50,47,185.0
QCC,2021,5,0,-2,-1,7,1.0
QBS,2021,5,0,48,57,-102,159.0
PXT,2021,5,0,2,-18,18,-33.0
PXS,2021,5,-1,0,-36,63,-84.0
PXM,2021,5,0,0,0,-1,-19.0
PXL,2021,5,-1,6,0,-6,34.0
PXI,2021,5,0,2,-10,8,-68.0
PXC,2021,5,0,0,0,1,-4.0
PXA,2021,5,-22,-22,-23,45,-61.0
PWS,2021,5,-37,-4,-34,35,13.0
PVY,2021,5,-3,-5,-5,54,-36.0
PVX,2021,5,-1,160,-273,220,-350.0
PVV,2021,5,-13,-1,-7,21,-61.0
PVT,2021,5,-1936,-1599,583,829,584.0
PVS,2021,5,-253,1162,-509,-138,1277.0
PVR,2021,5,0,6,-2,-4,4.0
PVP,2021,5,-10,97,-216,183,557.0
PVO,2021,5,0,0,-1,2,2.0
PVM,2021,5,-15,148,-33,-115,124.0
PVL,2021,5,-1,7,0,20,11.0
PVI,2021,5,-14,-483,38,318,1976.0
PVH,2021,5,0,-1,0,1,-37.0
PVG,2021,5,-1,-72,-50,444,-339.0
PVD,2021,5,-608,457,151,-376,618.0
PVC,2021,5,-4,-215,98,-118,174.0
PVB,2021,5,0,-98,-22,73,-78.0
PVA,2021,5,0,0,0,0,0.0
PV2,2021,5,-17,0,0,2,-15.0
PTX,2021,5,-11,-11,35,-22,83.0
PTV,2021,5,-1,14,-1,-19,18.0
PTS,2021,5,-6,-6,-26,37,33.0
PTL,2021,5,0,142,0,45,9.0
PTI,2021,5,-92,-325,-80,260,-114.0
PTH,2021,5,-4,-3,-10,14,18.0
PTE,2021,5,-4,-4,-6,8,14.0
PTD,2021,5,0,0,-53,54,-38.0
PTC,2021,5,0,1,26,47,61.0
PTB,2021,5,-518,-363,172,160,885.0
PSW,2021,5,0,-17,-7,29,87.0
PSP,2021,5,-14,-13,-33,29,28.0
PSN,2021,5,-11,-109,-28,114,20.0
PSI,2021,5,-5,-3,736,-693,-138.0
PSH,2021,5,-182,-186,249,-36,506.0
PSE,2021,5,0,0,-9,23,101.0
PSD,2021,5,-1,69,-371,212,82.0
PSC,2021,5,-8,-8,-19,25,39.0
PSB,2021,5,-2,11,0,-9,8.0
PRT,2021,5,-33,46,-680,68,481.0
PRO,2021,5,-1,-1,0,7,-2.0
PRE,2021,5,0,-61,-180,224,146.0
PRC,2021,5,0,1,-2,1,1.0
PQN,2021,5,-11,-15,0,-33,163.0
PPY,2021,5,-13,-10,13,-2,33.0
PPS,2021,5,-3,-1,-16,55,-13.0
PPP,2021,5,-1,-7,-15,25,20.0
PPI,2021,5,0,0,-70,70,-119.0
PPH,2021,5,-92,272,-517,213,404.0
PPE,2021,5,0,0,0,0,0.0
PPC,2021,5,-16,1553,-1830,531,-690.0
POW,2021,5,-286,563,-4555,5147,2797.0
POV,2021,5,-9,-8,-9,17,53.0
POT,2021,5,-2,-50,1,-9,101.0
POS,2021,5,-15,95,-59,-8,22.0
POM,2021,5,-965,-934,1726,-461,206.0
PNP,2021,5,-49,-48,-4,83,19.0
PNJ,2021,5,-61,-48,704,-722,2949.0
PND,2021,5,-4,-4,-3,6,15.0
PNC,2021,5,-6,-42,-5,2,-11.0
PMW,2021,5,-81,-67,-40,111,17.0
PMT,2021,5,0,-5,-2,21,-5.0
PMS,2021,5,-2,5,-30,33,26.0
PMP,2021,5,-8,-8,-8,17,13.0
PMG,2021,5,-23,-314,313,-5,-19.0
PMC,2021,5,-4,-127,-22,63,85.0
PMB,2021,5,0,1,-8,16,71.0
PLX,2021,5,-1649,-4445,686,-656,4788.0
PLP,2021,5,-362,-341,617,-270,320.0
PLC,2021,5,-43,-239,-410,327,198.0
PLA,2021,5,0,-9,0,3,2.0
PJT,2021,5,-95,-90,13,68,7.0
PJC,2021,5,0,1,-38,44,88.0
PIV,2021,5,0,0,-24,25,-1.0
PIT,2021,5,0,0,-6,10,4.0
PIS,2021,5,-4,0,-19,36,26.0
PIC,2021,5,-6,-6,-45,70,63.0
PIA,2021,5,-4,-3,-8,1,25.0
PHS,2021,5,-7,-7,1990,-1786,-298.0
PHR,2021,5,-115,315,-858,255,551.0
PHP,2021,5,-80,-116,-309,576,786.0
PHN,2021,5,-3,-3,0,7,27.0
PHH,2021,5,0,-32,-15,-12,11.0
PHC,2021,5,-68,11,200,-238,272.0
PGV,2021,5,-1068,-741,-769,1296,12630.0
PGT,2021,5,0,-4,1,-2,-8.0
PGS,2021,5,-47,-53,-546,654,-338.0
PGN,2021,5,-7,-5,21,-5,28.0
PGI,2021,5,-54,-17,-27,33,298.0
PGD,2021,5,-82,-29,-180,-25,534.0
PGC,2021,5,-32,-395,318,82,191.0
PGB,2021,5,-61,-49,0,2060,0.0
PFL,2021,5,0,-50,-24,90,-152.0
PET,2021,5,-22,-12,930,-150,655.0
PEN,2021,5,-3,-8,-35,55,-62.0
PEG,2021,5,-15,-12,-2,23,40.0
PDV,2021,5,-20,-12,-28,50,143.0
PDR,2021,5,-45,-2753,2397,797,2740.0
PDN,2021,5,-151,-181,-42,226,63.0
PDC,2021,5,-1,-1,0,-2,-4.0
PDB,2021,5,-1,-9,-7,8,34.0
PCT,2021,5,-4,6,3,-10,33.0
PCM,2021,5,-2,-2,-1,-3,4.0
PCH,2021,5,-1,-4,7,3,30.0
PCG,2021,5,0,-5,0,16,4.0
PCF,2021,5,0,-1,20,-21,0.0
PCE,2021,5,-2,0,-12,-10,155.0
PC1,2021,5,-3991,-4949,5682,93,-2235.0
PBT,2021,5,-2,-30,-10,46,7.0
PBP,2021,5,-1,-1,-7,24,5.0
PBC,2021,5,-471,-397,593,-59,-274.0
PAT,2021,5,-3,-243,-143,433,166.0
PAS,2021,5,-3,-3,-28,36,117.0
PAP,2021,5,-303,-301,318,-7,-303.0
PAN,2021,5,-592,807,1436,-1427,79.0
PAI,2021,5,-1,-1,-1,8,-1.0
PAC,2021,5,-100,-161,-111,242,188.0
ORS,2021,5,-18,-18,2347,-3223,247.0
OPC,2021,5,-9,8,-59,191,96.0
ONE,2021,5,0,0,-5,31,-8.0
OIL,2021,5,-268,-1883,643,723,-555.0
OGC,2021,5,-9,-29,20,-110,310.0
OCH,2021,5,-9,-30,20,-137,-52.0
OCB,2021,5,-125,-66,-1,5556,0.0
NVT,2021,5,-9,-297,288,26,-76.0
NVL,2021,5,-896,-13135,14984,3841,-5925.0
NVB,2021,5,-64,-64,0,-8525,0.0
NTT,2021,5,-7,-23,21,17,31.0
NTP,2021,5,-92,-755,370,315,780.0
NTL,2021,5,-1,30,-276,328,139.0
NTH,2021,5,-3,-3,-60,64,39.0
NTC,2021,5,-8,190,-637,244,287.0
NT2,2021,5,-3,9,-1143,1074,1353.0
NST,2021,5,-5,2,7,-12,69.0
NSH,2021,5,-3,-2,-12,19,26.0
NSC,2021,5,-26,-24,-60,133,440.0
NS2,2021,5,-65,-76,16,72,109.0
NRC,2021,5,-67,-67,903,-844,1236.0
NQT,2021,5,-13,-18,-16,32,1.0
NQN,2021,5,-211,-211,10,203,-169.0
NQB,2021,5,-13,-13,-19,32,-6.0
NOS,2021,5,0,0,-12,16,70.0
NNG,2021,5,-88,-83,-281,332,-99.0
NNC,2021,5,-1,4,-39,66,38.0
NLG,2021,5,-19,-2006,2749,1296,441.0
NKG,2021,5,-145,-309,1150,-308,5894.0
NHV,2021,5,0,52,1,-52,61.0
NHT,2021,5,-20,-20,-56,59,109.0
NHH,2021,5,-59,62,32,-82,364.0
NHC,2021,5,0,2,-6,4,11.0
NHA,2021,5,-102,-88,132,-43,-46.0
NGC,2021,5,-1,-1,15,-15,32.0
NFC,2021,5,0,0,-33,29,9.0
NET,2021,5,-13,-18,-135,154,98.0
NED,2021,5,-2,14,-53,39,-19.0
NDX,2021,5,-1,33,-9,-25,22.0
NDW,2021,5,-99,-98,-38,99,-9.0
NDT,2021,5,-19,-19,-171,215,61.0
NDP,2021,5,0,-3,-10,4,41.0
NDN,2021,5,0,837,-165,-678,236.0
ND2,2021,5,-2,-1,-230,240,247.0
NCT,2021,5,-25,-45,-170,220,249.0
NCS,2021,5,0,10,14,-28,-58.0
NBW,2021,5,-16,-15,-12,21,66.0
NBT,2021,5,-45,19,-45,47,2.0
NBP,2021,5,-1,0,-19,49,27.0
NBC,2021,5,-455,-455,-187,641,-51.0
NBB,2021,5,-10,-477,543,-103,715.0
NAW,2021,5,-48,-78,-14,87,-47.0
NAV,2021,5,0,6,-18,-24,46.0
NAS,2021,5,-1,36,-41,-7,-88.0
NAP,2021,5,-53,-32,-17,48,-29.0
NAG,2021,5,-3,-92,396,-299,341.0
NAF,2021,5,-104,-140,57,108,14.0
NAB,2021,5,-97,-87,-1,6693,0.0
MWG,2021,5,-4977,-11255,7877,171,9840.0
MVN,2021,5,-474,-1572,-1359,3466,3036.0
