ticker,year,quarter,investCost,fromInvest,fromFinancial,fromSale,freeCashFlow
SSN,2015,5,-5,-313,279,34,-22.0
SSM,2015,5,-1,-1,-38,23,12.0
SSI,2015,5,-6,-2057,3247,-1452,2517.0
SSG,2015,5,0,0,-11,10,11.0
SSC,2015,5,-12,-11,-17,-17,118.0
SRT,2015,5,0,7,-4,287,7.0
SRF,2015,5,-6,-160,72,42,50.0
SRC,2015,5,-12,-10,-87,80,108.0
SRB,2015,5,0,0,1,-1,-1.0
SRA,2015,5,0,0,0,0,-1.0
SQC,2015,5,0,6,-65,62,-146.0
SPP,2015,5,-2,-9,73,-63,9.0
SPM,2015,5,-13,-11,-36,47,9.0
SPI,2015,5,0,-51,33,28,6.0
SPD,2015,5,-4,2,-60,112,14.0
SPC,2015,5,-4,1,-14,38,39.0
SP2,2015,5,-8,-6,-46,53,-6.0
SNZ,2015,5,-917,-471,532,894,
SMT,2015,5,-6,-6,13,3,8.0
SMN,2015,5,-12,1,-6,21,7.0
SMC,2015,5,-227,-375,-900,911,-1494.0
SMB,2015,5,-22,-22,-134,163,163.0
SMA,2015,5,0,0,-3,2,0.0
SLS,2015,5,-37,-35,-50,82,66.0
SKV,2015,5,-4,-4,0,4,
SKG,2015,5,-54,-219,-4,183,144.0
SJS,2015,5,-6,57,-183,88,447.0
SJM,2015,5,0,1,-6,5,-15.0
SJG,2015,5,-648,-145,-1210,1136,
SJF,2015,5,-217,-390,506,-128,-46.0
SJE,2015,5,-102,-184,66,216,-34.0
SJD,2015,5,-62,-109,-68,181,263.0
SJC,2015,5,0,0,191,-168,2.0
SJ1,2015,5,-24,-46,61,9,13.0
SIP,2015,5,-376,-150,-234,256,
SII,2015,5,-1441,-1302,738,756,-1322.0
SIC,2015,5,-1,-1,-26,21,30.0
SHS,2015,5,-1,176,634,-1541,1710.0
SHP,2015,5,-6,-5,-97,152,525.0
SHN,2015,5,0,-262,-23,290,328.0
SHI,2015,5,-181,-172,206,-98,200.0
SHG,2015,5,-4,8,21,-6,
SHC,2015,5,-9,-8,1,11,12.0
SHB,2015,5,-104,-67,-3,5206,0.0
SHA,2015,5,-49,-85,160,-31,54.0
SGT,2015,5,-47,-41,63,-47,155.0
SGS,2015,5,-4,-30,-2,11,21.0
SGR,2015,5,0,6,24,32,20.0
SGP,2015,5,-58,-207,-98,426,-55.0
SGO,2015,5,0,-85,100,-9,15.0
SGN,2015,5,-35,-21,-14,-98,310.0
SGH,2015,5,0,0,-8,10,5.0
SGD,2015,5,-3,3,-4,-4,8.0
SGC,2015,5,-12,-12,-6,26,22.0
SGB,2015,5,-39,-32,-92,1280,0.0
SFN,2015,5,-4,-4,-15,30,6.0
SFI,2015,5,-20,-124,5,27,55.0
SFG,2015,5,-18,-1,-50,5,510.0
SFC,2015,5,-17,8,36,34,21.0
SED,2015,5,-2,0,-1,22,28.0
SEB,2015,5,-38,-37,-34,81,102.0
SEA,2015,5,-4,50,-130,-78,655.0
SDY,2015,5,-1,0,-2,-18,-21.0
SDX,2015,5,0,0,-1,2,-15.0
SDU,2015,5,0,0,49,-56,84.0
SDT,2015,5,-15,86,8,-144,463.0
SDP,2015,5,0,9,75,-84,2.0
SDN,2015,5,-5,-4,-4,8,2.0
SDK,2015,5,-1,-1,-5,6,24.0
SDJ,2015,5,-2,-2,-10,9,-1.0
SDG,2015,5,-33,-24,0,16,-8.0
SDD,2015,5,-19,-18,38,-22,-19.0
SDC,2015,5,-1,26,-8,-16,24.0
SDB,2015,5,0,0,-7,7,-19.0
SDA,2015,5,-22,34,188,-108,-19.0
SD9,2015,5,-4,22,-233,233,112.0
SD7,2015,5,-45,-30,-66,68,-27.0
SD6,2015,5,-4,-1,9,-13,220.0
SD5,2015,5,-160,-136,1,142,36.0
SD4,2015,5,-19,-19,83,-33,30.0
SD3,2015,5,-68,-62,275,-262,247.0
SD2,2015,5,-30,-13,51,-14,25.0
SD1,2015,5,0,0,0,-1,-11.0
SCY,2015,5,-48,-42,-50,139,
SCR,2015,5,0,616,-1096,589,-391.0
SCO,2015,5,-1,1,-5,9,-1.0
SCL,2015,5,-6,-5,-20,19,2.0
SCJ,2015,5,-7,-6,-6,-5,20.0
SCI,2015,5,-34,-34,69,-33,30.0
SCD,2015,5,-2,-16,-14,38,15.0
SCC,2015,5,0,12,0,-10,-11.0
SC5,2015,5,0,85,-174,136,-68.0
SBV,2015,5,-14,-10,-30,66,127.0
SBT,2015,5,-381,-179,751,-155,478.0
SBS,2015,5,-2,-2,19,-17,-40.0
SBM,2015,5,-13,-12,-106,122,
SBL,2015,5,-2,-1,-22,137,6.0
SBA,2015,5,-2,-2,-60,58,87.0
SAV,2015,5,-8,-3,-19,-40,-5.0
SAS,2015,5,-36,43,52,65,167.0
SAP,2015,5,0,0,1,-4,-3.0
SAM,2015,5,-199,-178,229,-76,91.0
SAF,2015,5,-4,-7,-18,30,23.0
SAC,2015,5,-7,-2,0,2,-2.0
SAB,2015,5,-309,383,-1359,2158,
S99,2015,5,-35,-122,309,-169,28.0
S96,2015,5,0,0,-23,25,
S74,2015,5,-2,1,-21,16,13.0
S72,2015,5,-1,1,0,-1,
S55,2015,5,-105,-158,139,80,-111.0
S4A,2015,5,0,-53,-102,126,22.0
S27,2015,5,0,0,-5,4,0.0
S12,2015,5,0,3,-11,6,-100.0
RTB,2015,5,-234,-218,3,87,
ROS,2015,5,-91,-2674,2813,-125,301.0
RIC,2015,5,-62,57,-23,-21,282.0
RGC,2015,5,-104,6,0,14,
REE,2015,5,-326,-173,-220,774,398.0
RDP,2015,5,-101,-88,4,91,-15.0
RCL,2015,5,-1,16,-8,-1,18.0
RCC,2015,5,-25,28,23,-42,147.0
RAL,2015,5,-41,334,-388,385,-164.0
QTC,2015,5,-23,-40,0,32,-27.0
QST,2015,5,-2,-2,1,0,1.0
QPH,2015,5,-4,47,-42,2,-56.0
QNW,2015,5,-14,3,13,-1,-4.0
QNS,2015,5,-898,-917,-359,1893,
QNC,2015,5,-58,-31,-95,99,-11.0
QHW,2015,5,-4,-3,-2,78,-15.0
QHD,2015,5,-16,-16,-20,45,21.0
QCG,2015,5,-143,-247,182,-24,-55.0
QCC,2015,5,-1,-1,-1,2,1.0
QBS,2015,5,-19,-143,944,-482,620.0
PXT,2015,5,-3,0,-17,44,56.0
PXS,2015,5,-88,-84,-59,-79,350.0
PXM,2015,5,0,0,-8,5,-31.0
PXL,2015,5,-1,57,0,-48,27.0
PXI,2015,5,-24,-1,209,-479,538.0
PXC,2015,5,0,3,0,-5,3.0
PXA,2015,5,0,0,-5,10,5.0
PWS,2015,5,-7,-9,-8,105,
PVX,2015,5,-106,100,160,-1155,1694.0
PVV,2015,5,-5,24,-33,-19,60.0
PVT,2015,5,-367,72,-346,791,535.0
PVS,2015,5,-773,-673,-1006,1427,2144.0
PVR,2015,5,0,15,10,-15,-28.0
PVO,2015,5,-1,55,-27,-23,29.0
PVM,2015,5,-2,79,46,-66,56.0
PVL,2015,5,0,39,12,-50,13.0
PVI,2015,5,-48,-316,-426,707,553.0
PVG,2015,5,-180,-192,40,69,-151.0
PVE,2015,5,-7,-10,5,-95,128.0
PVD,2015,5,-3648,-4130,1456,2765,-267.0
PVC,2015,5,-34,-21,-216,52,264.0
PVB,2015,5,-11,-9,-144,66,336.0
PVA,2015,5,0,59,-74,14,103.0
PV2,2015,5,0,-27,0,3,1.0
PTX,2015,5,-42,-39,13,29,-34.0
PTV,2015,5,0,1,-145,100,
PTS,2015,5,-10,-3,-9,1,13.0
PTL,2015,5,-4,20,-45,26,3.0
PTI,2015,5,-46,-1045,1019,292,169.0
PTH,2015,5,-10,-10,10,-1,7.0
PTE,2015,5,-1,-1,-13,20,24.0
PTD,2015,5,-25,-25,15,4,1.0
PTC,2015,5,-7,-140,113,0,-48.0
PTB,2015,5,-187,-206,-72,302,83.0
PSW,2015,5,0,4,-25,121,-51.0
PSI,2015,5,0,10,0,471,-451.0
PSG,2015,5,0,210,-135,-60,88.0
PSE,2015,5,-2,-1,-36,89,-27.0
PSD,2015,5,-3,3,-336,184,-65.0
PSC,2015,5,-37,-29,-7,34,-24.0
PSB,2015,5,-6,25,0,-62,45.0
PRT,2015,5,-88,672,-229,-381,
PRO,2015,5,0,0,-1,8,-1.0
PRC,2015,5,-10,-10,1,9,-8.0
PPY,2015,5,-2,9,-8,-1,37.0
PPS,2015,5,-12,-11,50,180,-132.0
PPP,2015,5,-1,4,-9,5,12.0
PPI,2015,5,-17,-18,283,-241,298.0
PPE,2015,5,0,0,0,-4,19.0
PPC,2015,5,-294,-1576,-972,2075,-396.0
POW,2015,5,-372,4405,-8892,5042,
POV,2015,5,-13,-13,9,6,57.0
POT,2015,5,-41,-39,363,-207,28.0
POS,2015,5,-9,3,-199,-369,801.0
POM,2015,5,-24,-22,-1978,1914,-1236.0
PNP,2015,5,-2,0,76,1,
PNJ,2015,5,-70,-44,-30,74,530.0
PND,2015,5,-5,3,-2,4,-2.0
PNC,2015,5,-17,-15,43,-43,-21.0
PMW,2015,5,-94,-88,38,34,
PMT,2015,5,-3,-3,24,-12,28.0
PMS,2015,5,-2,37,5,30,12.0
PMP,2015,5,-6,-6,-1,3,26.0
PMG,2015,5,-151,-69,107,-33,
PMC,2015,5,-9,-5,-22,60,72.0
PMB,2015,5,-1,1,-11,26,25.0
PLX,2015,5,-1973,-1131,-3664,6448,
PLP,2015,5,-80,-76,74,10,
PLC,2015,5,-218,-190,938,-300,931.0
PLA,2015,5,-4,52,0,-5,
PJT,2015,5,0,2,-30,59,37.0
PJC,2015,5,-33,-37,-5,39,-14.0
PIV,2015,5,-5,-5,0,19,4.0
PIT,2015,5,-5,-2,208,-131,129.0
PIS,2015,5,-37,-35,32,-15,62.0
PID,2015,5,0,0,0,0,-11.0
PIC,2015,5,-81,-80,30,20,-39.0
PIA,2015,5,-1,0,-3,33,-5.0
PHS,2015,5,-4,12,318,-314,253.0
PHR,2015,5,-144,-11,-298,244,91.0
PHP,2015,5,-296,-728,-292,1009,453.0
PHN,2015,5,-2,-2,-13,17,14.0
PHH,2015,5,-27,-20,19,238,-238.0
PHC,2015,5,-27,-36,66,23,-14.0
PGV,2015,5,-4162,-3580,2889,-413,
PGT,2015,5,0,-19,0,-12,0.0
PGS,2015,5,-242,-202,-156,147,360.0
PGI,2015,5,-41,-73,-63,140,52.0
PGD,2015,5,-404,-386,34,-326,651.0
PGC,2015,5,-133,-131,-203,220,-139.0
PGB,2015,5,-25,15,0,-3144,0.0
PFL,2015,5,-1,12,31,-38,-37.0
PET,2015,5,-128,-74,-905,387,-127.0
PEN,2015,5,-8,-9,22,-4,23.0
PEG,2015,5,-11,60,1,-69,
PDR,2015,5,-127,-352,631,-255,358.0
PDN,2015,5,-184,-179,75,104,-142.0
PDC,2015,5,-4,-3,-15,20,-10.0
PDB,2015,5,-24,-22,14,39,28.0
PCT,2015,5,-37,31,-33,-28,71.0
PCN,2015,5,-1,1,0,-7,15.0
PCM,2015,5,-2,-2,2,-3,
PCG,2015,5,-2,8,-7,5,3.0
PCF,2015,5,0,2,1,1,-7.0
PCE,2015,5,0,-7,-69,108,-39.0
PBT,2015,5,-32,-29,2,27,
PBP,2015,5,-4,-4,-12,5,22.0
PBK,2015,5,-1,-1,-6,9,
PAS,2015,5,-4,32,72,-102,
PAN,2015,5,-124,-617,935,67,411.0
PAI,2015,5,0,1,0,2,3.0
PAC,2015,5,-20,-64,-152,147,138.0
ORS,2015,5,0,0,0,8,-13.0
OPC,2015,5,-25,-63,-14,84,88.0
ONE,2015,5,0,0,146,-161,187.0
OIL,2015,5,-43,1126,30,-87,
OGC,2015,5,-31,2223,-53,-2170,2772.0
OCH,2015,5,-26,236,-38,-144,397.0
OCB,2015,5,-25,-1,0,3523,0.0
NVT,2015,5,-2,19,-15,-6,-100.0
NVL,2015,5,-34,-2950,6340,-2309,3004.0
NVB,2015,5,-46,12,0,2901,0.0
NTT,2015,5,-15,-10,64,-53,38.0
NTP,2015,5,-348,-347,192,345,242.0
NTL,2015,5,-1,4,-61,24,187.0
NTC,2015,5,-87,-180,117,47,-1.0
NTB,2015,5,0,0,5,-6,-218.0
NT2,2015,5,-5,33,-1742,2091,1615.0
NST,2015,5,-7,-3,-185,191,-216.0
NSH,2015,5,-31,-25,-12,38,
NSC,2015,5,-101,-271,108,133,81.0
NS2,2015,5,-36,-39,0,51,-27.0
NQT,2015,5,-4,-3,-3,20,-3.0
NQB,2015,5,-1,-5,-1,8,14.0
NOS,2015,5,0,22,-38,7,-344.0
NNG,2015,5,-18,-76,-4506,233,165.0
NNC,2015,5,-9,-12,-98,142,118.0
NLG,2015,5,-2,-163,153,59,348.0
NKG,2015,5,-716,-715,945,-212,-14.0
NHV,2015,5,0,3,3,-7,15.0
NHT,2015,5,-3,22,-54,31,33.0
NHP,2015,5,-19,-66,91,-15,-10.0
NHH,2015,5,-77,-76,4,112,
NHC,2015,5,0,3,-8,14,13.0
NHA,2015,5,-45,-45,17,26,-29.0
NGC,2015,5,-4,-4,-2,8,-2.0
NFC,2015,5,-1,-1,-47,40,5.0
NET,2015,5,-55,-89,-32,93,43.0
NED,2015,5,-2,-11,26,-18,65.0
NDX,2015,5,-15,-10,7,6,-6.0
NDT,2015,5,-73,-64,97,-43,
NDP,2015,5,-4,-1,-14,21,24.0
NDN,2015,5,-5,-59,51,12,16.0
NDF,2015,5,-9,-13,25,-14,4.0
ND2,2015,5,-158,-157,31,180,-77.0
NCT,2015,5,-55,-166,-320,369,217.0
NCS,2015,5,-8,-4,-29,43,93.0
NBW,2015,5,-29,-16,-14,45,2.0
NBT,2015,5,-89,-89,37,145,
NBP,2015,5,-2,-11,-23,53,64.0
NBC,2015,5,-477,-473,265,203,-245.0
NBB,2015,5,-10,14,227,-221,133.0
NAW,2015,5,-17,9,-19,115,
NAV,2015,5,-5,13,2,-17,20.0
NAP,2015,5,-15,-14,-5,29,46.0
NAG,2015,5,-3,9,3,-9,33.0
NAF,2015,5,-7,-175,192,-9,118.0
NAB,2015,5,-44,76,-99,-6615,0.0
MWG,2015,5,-587,-658,1430,-641,2743.0
MTV,2015,5,-2,16,-15,2,21.0
MTS,2015,5,-28,-26,-199,233,
MTG,2015,5,0,-5,13,-7,13.0
MTA,2015,5,-98,1,-209,245,-11.0
MST,2015,5,-33,-139,167,-18,3.0
MSR,2015,5,-2000,-1997,2188,42,-955.0
MSN,2015,5,-3857,-8110,7435,3823,-2182.0
MSH,2015,5,-256,-332,46,277,
MSB,2015,5,-17,79,0,-570,0.0
MQB,2015,5,-11,-9,-1,11,
MPT,2015,5,-19,-22,24,-4,17.0
MPC,2015,5,-148,921,-79,-63,72.0
MLS,2015,5,-11,-9,10,2,1.0
MKV,2015,5,-3,-2,-2,3,3.0
MKP,2015,5,-11,-33,29,46,141.0
MIM,2015,5,0,0,0,1,-11.0
MIC,2015,5,-3,0,-14,19,6.0
MHC,2015,5,-4,-146,125,26,87.0
MH3,2015,5,-20,-219,11,162,5.0
MFS,2015,5,-5,-2,-40,38,62.0
MES,2015,5,4,-25,0,18,-15.0
MED,2015,5,-5,-5,4,-3,19.0
MEC,2015,5,-30,-29,44,-25,42.0
MDG,2015,5,-17,31,-51,33,-41.0
MDF,2015,5,-589,-585,603,-149,-491.0
MDC,2015,5,-92,-91,-30,121,67.0
MCT,2015,5,0,5,46,-49,55.0
MCP,2015,5,-3,-3,-44,46,34.0
MCO,2015,5,-2,3,-11,6,1.0
MCI,2015,5,-2,0,3,3,7.0
MCG,2015,5,-43,388,-304,27,-67.0
MCF,2015,5,-11,-8,-26,29,1.0
MCC,2015,5,-7,-6,-3,9,4.0
MBS,2015,5,-3,149,0,-362,419.0
MBG,2015,5,-2,-38,-5,45,-25.0
MBB,2015,5,-287,-439,3860,2447,0.0
MAS,2015,5,-28,-28,-27,48,22.0
MAC,2015,5,-11,-6,71,-28,47.0
LUT,2015,5,-11,-8,34,-26,-9.0
LTC,2015,5,-1,-1,4,3,7.0
LSS,2015,5,-210,-282,90,-19,78.0
LSG,2015,5,0,201,364,-909,414.0
LO5,2015,5,-2,2,43,-2,0.0
LM8,2015,5,-30,-75,90,-29,176.0
LM7,2015,5,-1,-1,12,-11,-1.0
LM3,2015,5,0,3,-27,21,-90.0
LIX,2015,5,-36,-47,-51,223,146.0
LIG,2015,5,-35,-20,129,-91,153.0
LIC,2015,5,-81,-1,-336,493,-518.0
LHG,2015,5,-3,6,-150,152,4.0
LHC,2015,5,-59,-69,16,44,22.0
LGL,2015,5,-6,27,6,-35,61.0
LGC,2015,5,-1034,-2318,3062,-50,-667.0
LEC,2015,5,-11,-77,39,47,
LDP,2015,5,-16,-16,7,7,27.0
LDG,2015,5,-431,-430,-22,444,-510.0
LCW,2015,5,-26,-26,23,6,-25.0
LCS,2015,5,-22,-21,6,19,-21.0
LCM,2015,5,0,0,0,-1,-4.0
LCG,2015,5,-70,-10,70,-68,49.0
LCD,2015,5,-13,-13,10,14,-11.0
LBM,2015,5,-36,-42,-16,43,22.0
LBE,2015,5,0,-1,-1,2,2.0
LAW,2015,5,-23,-19,-3,21,19.0
LAS,2015,5,-29,-25,-40,322,383.0
LAI,2015,5,-6,-6,-25,64,-16.0
LAF,2015,5,-8,32,55,-97,126.0
L62,2015,5,-3,-3,29,0,-2.0
L61,2015,5,-35,-22,57,-68,-18.0
L44,2015,5,0,1,0,-7,0.0
L43,2015,5,-1,-1,3,-15,-1.0
L35,2015,5,-1,-1,13,22,1.0
L18,2015,5,-83,-55,-37,119,-127.0
L14,2015,5,0,15,-34,19,31.0
L12,2015,5,0,0,-13,9,3.0
L10,2015,5,-10,-10,-18,47,60.0
KVC,2015,5,-4,3,3,-3,8.0
KTT,2015,5,0,0,-2,10,-8.0
KTS,2015,5,-6,-4,-8,56,17.0
KTL,2015,5,-51,5,-14,18,39.0
KSV,2015,5,-719,-676,668,39,-214.0
KST,2015,5,0,2,-3,1,9.0
KSS,2015,5,-20,38,-1,-37,-200.0
KSQ,2015,5,0,13,-1,10,9.0
KSK,2015,5,0,47,36,-83,2.0
KSH,2015,5,0,-234,8,269,7.0
KSD,2015,5,-2,-4,-3,5,6.0
KSB,2015,5,-60,-58,-54,157,100.0
KPF,2015,5,-1,-4,3,23,13.0
KMT,2015,5,-13,-13,119,-99,92.0
KMR,2015,5,-65,-65,13,54,-25.0
KLF,2015,5,-20,146,-14,-130,160.0
KLB,2015,5,-561,-524,0,-961,0.0
KKC,2015,5,-3,-3,-136,127,-24.0
KIP,2015,5,-4,-32,1,22,14.0
KHW,2015,5,-23,20,56,-38,
KHS,2015,5,-14,-17,-49,24,
KHP,2015,5,-306,-201,46,184,-117.0
KHL,2015,5,0,0,0,-1,-3.0
KHD,2015,5,-12,-10,-8,12,4.0
KHA,2015,5,-2,-71,-30,122,23.0
KDM,2015,5,-6,-29,39,-5,-2.0
KDH,2015,5,-8,-1994,2357,185,160.0
KDC,2015,5,-227,5466,-6628,-155,5355.0
KCE,2015,5,-3,-3,-1,6,9.0
KCB,2015,5,-7,-6,-5,13,6.0
KBC,2015,5,-40,173,-15,-79,1015.0
KAC,2015,5,-4,28,0,-33,64.0
JVC,2015,5,-1,-75,-105,-276,-115.0
JOS,2015,5,-1,0,-1,0,
IVS,2015,5,0,1,-11,9,9.0
ITS,2015,5,-86,-47,-1,-2,-67.0
ITQ,2015,5,-43,-44,104,-39,-25.0
ITD,2015,5,-2,50,56,-87,
ITC,2015,5,0,9,140,-150,172.0
ITA,2015,5,-4,348,698,-1057,1274.0
IST,2015,5,-27,-23,-25,34,39.0
ISH,2015,5,0,0,-78,88,67.0
ISG,2015,5,-4,-4,-46,73,9.0
IRC,2015,5,-1,4,-4,-5,
IPA,2015,5,-11,15,-2,31,146.0
INN,2015,5,-68,-67,-14,95,90.0
INC,2015,5,-1,-1,1,0,1.0
IN4,2015,5,0,1,-3,6,3.0
IMP,2015,5,-75,-168,33,45,134.0
ILS,2015,5,-8,23,-66,27,
ILA,2015,5,0,0,21,-21,
IJC,2015,5,-7,-4,-225,192,-60.0
IHK,2015,5,0,0,-4,2,3.0
IFS,2015,5,-5,-4,87,-26,-69.0
IDV,2015,5,-11,-7,-15,32,27.0
IDJ,2015,5,0,2,-3,3,9.0
IDI,2015,5,-246,-357,962,-203,316.0
IDC,2015,5,-192,-175,-555,1152,
ICN,2015,5,-10,-68,-7,64,-47.0
ICG,2015,5,-5,40,0,-39,69.0
ICF,2015,5,0,0,0,1,5.0
IBC,2015,5,0,-22,54,-4,1.0
HWS,2015,5,-190,-190,31,136,-100.0
HVX,2015,5,-26,-20,-13,-5,80.0
HVT,2015,5,-110,-110,81,31,-14.0
HVN,2015,5,-20352,-19800,14218,4690,-14475.0
HVH,2015,5,-19,-19,19,-3,
HVG,2015,5,-570,-670,3580,-2057,159.0
HVA,2015,5,0,-2,4,-3,8.0
HUT,2015,5,-1428,-1719,1511,424,-1390.0
HUG,2015,5,-7,-37,-1,53,
HUB,2015,5,-3,-34,-13,82,
HU4,2015,5,-1,-14,-41,55,-53.0
HU3,2015,5,-3,-40,-58,107,-79.0
HU1,2015,5,0,-2,6,-14,21.0
HTW,2015,5,-4,7,-8,13,-9.0
HTV,2015,5,-1,2,-14,55,31.0
HTT,2015,5,-85,-115,130,-13,
HTP,2015,5,0,1,-1,0,1.0
HTM,2015,5,-12,64,-1324,1469,
HTL,2015,5,-21,-20,-72,44,217.0
HTI,2015,5,-102,-97,-51,148,89.0
HTG,2015,5,-192,-209,-33,227,-88.0
HTC,2015,5,-3,7,-8,45,36.0
HT1,2015,5,-158,-116,-1205,1448,953.0
HSP,2015,5,-10,-9,-29,49,
HSM,2015,5,-134,-128,84,104,-18.0
HSL,2015,5,-1,-1,18,-16,
HSI,2015,5,-11,-6,-27,36,-32.0
HSG,2015,5,-751,-721,-1669,2526,-825.0
HSA,2015,5,0,0,2,-2,1.0
HRC,2015,5,-69,-39,49,-3,-39.0
HQC,2015,5,-14,27,806,-808,1614.0
HPX,2015,5,-144,-172,201,121,
HPW,2015,5,-140,-132,-25,204,50.0
HPM,2015,5,-8,-7,28,2,-5.0
HPG,2015,5,-3387,-3764,-433,4543,1916.0
HPD,2015,5,-5,-5,-16,17,23.0
HPB,2015,5,-6,-12,0,29,-2.0
HOT,2015,5,-19,-19,-11,30,2.0
HOM,2015,5,-19,10,-145,220,139.0
HNM,2015,5,-15,-14,-2,-58,85.0
HNG,2015,5,-4421,-6458,5365,1378,-3753.0
HNF,2015,5,-71,-66,-55,29,-4.0
HNB,2015,5,-13,-10,-4,19,5.0
HNA,2015,5,-238,-232,-24,189,
HMH,2015,5,-35,-11,9,30,7.0
HMG,2015,5,-5,-5,-129,94,-80.0
HMC,2015,5,-2,60,-20,-30,-44.0
HLY,2015,5,0,0,-9,10,-5.0
HLG,2015,5,-18,117,-78,-41,225.0
HLD,2015,5,0,-144,-26,265,52.0
HLC,2015,5,-601,-599,517,81,-201.0
HKT,2015,5,-13,-13,11,6,-8.0
HKB,2015,5,-22,-22,133,-38,-15.0
HJS,2015,5,0,8,-21,26,109.0
HJC,2015,5,-5,-5,-194,200,-165.0
HII,2015,5,-21,-21,64,1,
HIG,2015,5,-1,34,-4,-17,14.0
HHV,2015,5,-5,-5,-75,96,-3.0
HHS,2015,5,-4,341,1054,-730,1421.0
HHR,2015,5,0,1,0,4,0.0
HHG,2015,5,-62,-30,27,6,-29.0
HHC,2015,5,-26,-1,-12,53,8.0
HGW,2015,5,-1,0,6,-10,18.0
HGM,2015,5,0,-13,-31,17,36.0
HEV,2015,5,0,5,-1,1,2.0
HDW,2015,5,-49,-49,47,3,
HDO,2015,5,-2,14,-15,-2,33.0
HDM,2015,5,-53,-51,-60,139,3.0
HDG,2015,5,-124,-185,871,-342,480.0
HDC,2015,5,-6,-4,41,-51,151.0
HDB,2015,5,-432,1121,0,-2345,0.0
HDA,2015,5,-16,-11,31,11,-3.0
HD6,2015,5,-5,-5,-147,174,-243.0
HCT,2015,5,-4,-4,1,3,3.0
HCM,2015,5,-9,-9,387,-1000,1849.0
HCD,2015,5,0,1,72,-69,94.0
HCC,2015,5,-16,-15,0,15,0.0
HBS,2015,5,0,4,0,-4,0.0
HBD,2015,5,0,4,-3,1,4.0
HBC,2015,5,-374,-310,140,-32,-111.0
HAX,2015,5,-69,-32,88,-47,54.0
HAT,2015,5,-3,1,-9,24,-20.0
HAS,2015,5,0,7,-2,29,-15.0
HAR,2015,5,-337,-397,438,-8,-322.0
HAP,2015,5,-2,24,-21,0,45.0
HAN,2015,5,-175,-182,160,103,
HAI,2015,5,-35,-318,1026,-704,36.0
HAH,2015,5,-160,-140,-77,297,15.0
HAG,2015,5,-7946,-10333,8793,1529,-8119.0
HAF,2015,5,-6,-3,-7,7,
HAD,2015,5,-5,-37,-14,19,40.0
GVT,2015,5,-18,-18,-8,31,79.0
GVR,2015,5,-6028,-4126,1744,975,
GTT,2015,5,0,7,-25,18,-90.0
GTA,2015,5,-10,-118,67,11,4.0
GSP,2015,5,0,-25,-64,122,95.0
GSM,2015,5,-6,-6,-14,25,73.0
GMX,2015,5,-9,-5,-8,16,22.0
GMD,2015,5,-487,-471,-334,757,326.0
GMC,2015,5,-40,-39,139,-89,221.0
GLW,2015,5,-1,-1,-2,4,0.0
GLT,2015,5,0,32,-20,-10,22.0
GKM,2015,5,-8,-7,7,4,6.0
GIL,2015,5,-15,-10,-47,54,98.0
GHC,2015,5,-1,61,-72,63,100.0
GGG,2015,5,0,0,-10,10,-4.0
GEX,2015,5,-202,-353,95,6,652.0
GER,2015,5,-2,-2,0,4,1.0
GEG,2015,5,-205,-122,41,72,
GDW,2015,5,-25,-24,-14,30,2.0
GDT,2015,5,-4,18,-89,71,47.0
GAS,2015,5,-4737,-8259,-7200,9127,8079.0
G36,2015,5,0,-107,801,-719,896.0
G20,2015,5,-18,-7,8,-1,4.0
FTS,2015,5,-1,-1,-85,173,
FTM,2015,5,-24,29,85,-125,301.0
FSO,2015,5,0,0,0,-4,
FPT,2015,5,-2090,-2901,993,1156,2386.0
FOX,2015,5,-1485,-2495,1013,1160,
FOC,2015,5,-4,-24,-49,229,
FMC,2015,5,-97,-145,47,180,-33.0
FLC,2015,5,-3557,-2614,1960,253,-2110.0
FIT,2015,5,-63,-1740,2035,235,-171.0
FID,2015,5,0,62,2,-7,35.0
FIC,2015,5,-32,26,-542,651,
FHS,2015,5,-3,14,8,-18,
FHN,2015,5,-6,-40,25,-1,
FGL,2015,5,-10,-7,1,21,
FDC,2015,5,-26,132,-162,7,37.0
FCS,2015,5,0,1,26,44,7.0
FCN,2015,5,-191,-207,470,-200,362.0
FCM,2015,5,-86,-69,-26,110,-68.0
EVS,2015,5,0,2,3,-175,
EVG,2015,5,0,-22,22,0,
EVE,2015,5,-50,-74,15,71,170.0
EPH,2015,5,-17,-17,-2,26,
EMS,2015,5,-11,-35,-9,40,
EMC,2015,5,-3,-2,5,-10,21.0
ELC,2015,5,-43,-33,66,-17,63.0
EID,2015,5,-4,2,-13,-3,83.0
EIB,2015,5,-296,11,0,-27799,0.0
EFI,2015,5,-55,13,0,-4,-46.0
ECI,2015,5,0,0,-2,3,3.0
EBS,2015,5,-3,-13,16,-7,6.0
DZM,2015,5,-5,-5,2,-8,7.0
DXV,2015,5,0,22,0,-16,32.0
DXP,2015,5,0,45,-31,87,77.0
DXL,2015,5,0,4,-1,0,2.0
DXG,2015,5,-21,-315,336,112,492.0
DVP,2015,5,-57,-166,-174,351,300.0
DVN,2015,5,-70,68,-93,179,202.0
DTT,2015,5,-3,-4,-10,17,3.0
DTL,2015,5,-3,-49,-29,58,-60.0
DTK,2015,5,-1022,-765,-411,1174,269.0
DTI,2015,5,-13,-13,15,0,
DTG,2015,5,-15,-15,1,17,-10.0
