lmao,ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
860,NAU,UPCOM,Công trình Đô thị Nghệ An,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,446.0,465.0,0.0,http://www.moitruongdothinghean.com,,-0.084,-0.347,0.187,3.7,3.7,CT
861,NAV,HOSE,Tấm lợp và gỗ Nam Việt,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001.0,24.0,0.0,0.01,http://www.navifico.vn,3.1,0.131,0.042,-0.012,8.0,8.0,CT
862,NAW,UPCOM,Cấp nước Nghệ An,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,481.0,685.0,0.0,http://www.nawasco.com.vn,2.2,0.133,0.226,0.477,37.4,37.4,CT
863,NBB,HOSE,577 CORP,336.0,8633,Bất động sản,Real Estate,2005.0,141.0,9658.0,0.014,http://nbb.com.vn,2.3,-0.213,-0.182,-0.384,100.2,100.5,CT
864,NBC,HNX,Than Núi Béo,160.0,1771,Tài nguyên Cơ bản,Basic Resources,1996.0,3053.0,4862.0,0.04,http://www.nuibeo.com.vn,2.4,0.051,-0.306,-0.374,37.0,37.0,CT
865,NBE,UPCOM,Sách và Thiết bị GD Miền Bắc,256.0,5557,Truyền thông,Media,2010.0,78.0,322.0,0.014,http://www.stbmienbac.vn,3.7,-0.016,-0.036,0.343,5.0,5.0,CT
866,NBP,HNX,Nhiệt điện Ninh Bình,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,409.0,1421.0,0.012,http://www.nbtpc.com.vn,,-0.121,-0.065,0.102,12.9,12.9,CT
867,NBT,UPCOM,Cấp thoát nước Bến Tre,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,279.0,357.0,0.005,http://www.capnuocbentre.vn,3.6,-0.074,-0.044,0.203,29.4,29.4,CT
868,NBW,HNX,Cấp nước Nhà Bè,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,387.0,325.0,0.043,http://www.capnuocnhabe.vn,,-0.199,-0.001,0.451,10.9,10.9,CT
869,NCS,UPCOM,Suất ăn Hàng không Nội Bài,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2004.0,570.0,618.0,0.017,http://www.noibaicatering.com.vn,2.2,-0.005,0.048,0.125,17.9,17.9,CT
870,NCT,HOSE,DV Hàng hóa Nội Bài,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,764.0,2237.0,0.123,http://www.noibaicargo.com.vn,2.9,0.0,0.07,0.42,26.2,26.2,CT
871,ND2,UPCOM,Đầu tư và PT điện Miền Bắc 2,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,87.0,0.0,0.352,http://www.nedi2.com.vn,2.9,-0.006,0.048,0.569,50.0,50.0,CT
872,NDC,UPCOM,Dược phẩm Nam Dược,238.0,4577,Y tế,Health Care,2004.0,513.0,0.0,0.001,http://www.namduoc.vn,2.7,-0.049,0.161,0.416,6.0,6.0,CT
873,NDF,UPCOM,Nông sản XK Nam Định,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2000.0,40.0,126.0,0.019,http://www.namdinhfoods.com,,-0.016,-0.188,-0.29,7.9,7.9,CT
874,NDN,HNX,PT Nhà Đà Nẵng,336.0,8633,Bất động sản,Real Estate,1992.0,19.0,202.0,0.019,http://www.ndn.com.vn,2.9,-0.016,-0.132,-0.39,71.7,71.7,CT
875,NDP,UPCOM,Dược phẩm 2/9,238.0,4577,Y tế,Health Care,2001.0,207.0,387.0,0.0,http://www.nadyphar.com.vn,2.9,-0.039,-0.115,0.194,11.1,11.1,CT
876,NDT,UPCOM,Dệt may Nam Định,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007.0,1771.0,1024.0,0.0,http://www.natexco.com.vn,,-0.141,-0.343,-0.435,15.6,15.6,CT
877,NDW,UPCOM,Cấp nước Nam Định,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,597.0,524.0,0.0,http://www.capnuocnamdinh.vn,,-0.016,0.078,0.593,34.2,34.3,CT
878,NDX,HNX,Phát triển Nhà Đà Nẵng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008.0,87.0,107.0,0.064,http://www.ndx.com.vn,,0.022,-0.06,-0.158,9.6,10.0,CT
879,NED,UPCOM,Phát triển Điện Tây Bắc,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,49.0,8666.0,0.001,https://ned.vn,2.8,-0.082,-0.244,-0.348,40.5,40.5,CT
880,NET,HNX,Bột giặt Net,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1972.0,543.0,168.0,0.01,http://www.netcovn.com.vn,2.9,-0.052,-0.028,0.104,22.4,22.4,CT
881,NFC,HNX,Phân lân Ninh Bình,151.0,1357,Hóa chất,Chemicals,1977.0,253.0,265.0,0.0,http://www.niferco.com.vn,,-0.016,-0.157,0.05,15.7,15.7,CT
882,NGC,UPCOM,Thủy sản Ngô Quyền,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2005.0,108.0,0.0,0.127,http://www.ngoprexco.com.vn,,-0.016,-0.071,0.88,2.3,2.3,CT
883,NHA,HOSE,PT Nhà và Đô thị Nam HN,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004.0,29.0,0.0,0.005,http://www.namhanoi.com.vn,2.0,0.043,-0.319,-0.421,42.2,42.2,CT
884,NHC,HNX,Gạch ngói Nhị Hiệp,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2000.0,21.0,0.0,0.158,http://www.gachngoinhihiep.com,2.6,-0.049,0.029,0.426,3.0,3.0,CT
885,NHH,HOSE,Nhựa Hà Nội,150.0,1353,Hóa chất,Chemicals,2008.0,1513.0,2799.0,0.006,http://www.hanoiplastics.com.vn,2.7,0.099,0.107,-0.292,72.9,72.9,CT
886,NHP,UPCOM,Sản xuất XNK NHP,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013.0,128.0,681.0,0.006,http://www.nhpvietnam.com,,0.127,-0.122,-0.457,27.6,27.6,CT
887,NHT,HOSE,Sản xuất và Thương mại Nam Hoa,225.0,3747,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004.0,2057.0,413.0,0.049,http://www.namhoatoys.vn,2.8,-0.067,0.079,-0.103,24.0,18.5,CT
888,NHV,UPCOM,Đầu tư NHV,158.0,1755,Tài nguyên Cơ bản,Basic Resources,2009.0,13.0,148.0,0.0,http://www.nhv.com.vn,,0.018,0.01,1.818,5.5,5.5,CT
889,NJC,UPCOM,May Nam Định,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004.0,,0.0,0.0,http://www.nagaco.com,,-0.016,0.078,0.075,3.0,3.0,CT
890,NKG,HOSE,Thép Nam Kim,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2002.0,1730.0,0.0,0.109,http://www.namkimgroup.vn,2.9,0.061,-0.405,-0.414,263.3,263.3,CT
891,NLG,HOSE,BĐS Nam Long,336.0,8633,Bất động sản,Real Estate,2005.0,1661.0,30248.0,0.416,http://www.namlongvn.com,2.7,0.095,-0.107,-0.278,384.1,384.1,CT
892,NLS,UPCOM,Cấp thoát nước Lạng Sơn,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,490.0,180.0,0.0,http://www.capthoatnuoclangson.com.vn,,-0.016,0.078,0.343,5.0,5.0,CT
893,NNC,HOSE,Đá Núi Nhỏ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,58.0,0.0,0.075,http://www.nuinho.vn,2.2,0.017,-0.027,-0.137,21.9,21.9,CT
894,NNG,UPCOM,CN - DV - TM Ngọc Nghĩa,150.0,1353,Hóa chất,Chemicals,1993.0,825.0,400.0,0.978,http://nnc.vn,2.6,-0.016,-0.068,0.267,81.6,81.6,CT
895,NNT,UPCOM,Cấp nước Ninh Thuận,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1992.0,271.0,146.0,0.003,http://www.capnuocninhthuan.com,2.6,-0.016,0.078,0.401,9.5,9.5,CT
896,NOS,UPCOM,Vận tải Biển và Thương mại Phương Đông,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,,0.0,0.0,http://www.ostc.com.vn,,-0.106,-0.255,-0.312,19.5,20.1,CT
897,NQB,UPCOM,Cấp nước Quảng Bình,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1992.0,224.0,201.0,0.0,http://capnuocquangbinh.vn,2.6,-0.016,0.078,0.212,17.2,17.2,CT
898,NQN,UPCOM,Nước sạch Quảng Ninh,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,1459.0,996.0,0.0,http://www.quawaco.com.vn,2.4,-0.016,0.078,0.478,50.8,50.8,CT
899,NQT,UPCOM,Nước sạch Quảng Trị,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,252.0,305.0,0.0,http://www.qtwaco.vn,,-0.016,0.078,0.343,18.2,18.2,CT
900,NRC,HNX,Tập đoàn Danh Khôi,336.0,8633,Bất động sản,Real Estate,2014.0,791.0,3744.0,0.049,http://www.netland.com.vn,3.1,-0.102,-0.315,-0.413,92.6,88.2,CT
901,NS2,UPCOM,Nước sạch số 2 Hà Nội,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1996.0,516.0,468.0,0.0,http://www.hawater.com.vn,2.6,-0.079,0.113,-0.055,56.8,56.8,CT
902,NSC,HOSE,Tập đoàn Giống cây trồng Việt Nam,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2004.0,737.0,1199.0,0.085,http://www.vinaseed.com.vn,3.0,-0.024,0.002,0.272,17.6,17.6,CT
903,NSG,UPCOM,Nhựa Sài Gòn,150.0,1353,Hóa chất,Chemicals,2013.0,63.0,0.0,0.0,http://www.saigonplastic.com.vn,,-0.016,0.078,1.21,8.6,8.6,CT
904,NSH,HNX,Nhôm Sông Hồng,157.0,1753,Tài nguyên Cơ bản,Basic Resources,2004.0,357.0,233.0,0.002,http://www.shalumi.com.vn,,0.068,-0.238,-0.425,20.7,20.7,CT
905,NSL,UPCOM,Cấp nước Sơn La,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,219.0,242.0,0.008,http://capnuocsonla.vn,,-0.016,0.107,0.468,10.0,10.0,CT
906,NSS,UPCOM,Nông súc sản Đồng Nai,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2005.0,127.0,101.0,0.0,http://www.dolicovn.com,,-0.016,0.078,0.343,10.3,10.3,CT
907,NST,HNX,Thuốc lá Ngân Sơn,229.0,3785,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005.0,310.0,0.0,0.019,http://www.nganson.vn,,-0.061,-0.022,-0.084,11.2,11.2,CT
908,NT2,HOSE,Điện lực Nhơn Trạch 2,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,176.0,4264.0,0.154,https://www.pvpnt2.vn,3.3,-0.013,-0.076,0.363,287.9,287.9,CT
909,NTB,UPCOM,Công trình giao thông 584,336.0,8633,Bất động sản,Real Estate,1999.0,165.0,0.0,0.002,http://www.congty584.com.vn,,-0.016,-0.207,-0.379,39.8,39.8,CT
910,NTC,UPCOM,KCN Nam Tân Uyên,336.0,8633,Bất động sản,Real Estate,2005.0,146.0,202.0,0.035,http://www.namtanuyen.com.vn,3.3,-0.172,-0.288,-0.139,24.0,24.0,CT
911,NTF,UPCOM,Dược Nghệ An,238.0,4577,Y tế,Health Care,2013.0,722.0,156.0,0.0,http://www.dnapharma.com.vn,,-0.016,0.078,0.298,6.0,6.0,CT
912,NTH,HNX,Thủy điện Nước Trong,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,29.0,148.0,0.0,http://www.thuydiennuoctrong.com.vn,,-0.016,0.078,0.74,10.8,10.8,CT
913,NTL,HOSE,Đô thị Từ Liêm,336.0,8633,Bất động sản,Real Estate,2004.0,103.0,8476.0,0.122,http://www.lideco.vn,3.1,0.066,-0.17,-0.208,61.0,61.0,CT
914,NTP,HNX,Nhựa Tiền Phong,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1993.0,1358.0,2452.0,0.178,http://www.nhuatienphong.vn/,2.9,-0.056,-0.117,-0.119,129.6,129.6,CT
915,NTT,UPCOM,Dệt - May Nha Trang,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006.0,1692.0,287.0,0.0,http://www.detnhatrang.com.vn,,-0.016,0.078,0.467,23.5,23.5,CT
916,NTW,UPCOM,Cấp nước Nhơn Trạch,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2008.0,87.0,231.0,0.15,http://www.ntw.com.vn,2.6,-0.027,0.062,0.36,10.0,10.0,CT
917,NUE,UPCOM,Môi trường Đô thị Nha Trang,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,904.0,627.0,0.0,http://www.urenconhatrang.com.vn,,0.041,0.057,0.476,6.0,6.0,CT
918,NVB,HNX,Ngân hàng Quốc Dân,289.0,8355,Ngân hàng,Banks,1995.0,2000.0,1440.0,0.088,http://www.ncb-bank.vn,2.1,0.206,0.115,0.074,556.8,560.2,NH
919,NVL,HOSE,Đầu tư Địa ốc No Va (Novaland),336.0,8633,Bất động sản,Real Estate,1992.0,2248.0,11113.0,0.053,http://www.novaland.com.vn,2.7,-0.317,-0.532,-0.286,1949.8,1949.8,CT
920,NVP,UPCOM,Nước sạch Vĩnh Phúc,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1999.0,132.0,145.0,0.0,http://www.vinhphucwater.com.vn,,0.369,0.463,0.543,11.0,11.0,CT
921,NVT,HOSE,Ninh Vân Bay,336.0,8633,Bất động sản,Real Estate,2006.0,445.0,1147.0,0.001,http://www.ninhvanbay.vn,2.4,0.027,-0.245,-0.121,90.5,90.5,CT
922,NWT,UPCOM,Vận tải Newway,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015.0,338.0,184.0,0.0,http://www.newwayjsc.com.vn,,-0.016,0.078,4.899,8.5,8.5,CT
923,NXT,UPCOM,SX và Cung ứng VLXD Kon Tum,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2015.0,50.0,152.0,0.001,http://www.kovalixa.net,,-0.17,-0.165,,6.6,6.6,CT
924,OCB,HOSE,Ngân hàng Phương Đông,289.0,8355,Ngân hàng,Banks,1996.0,1879.0,0.0,0.215,https://www.ocb.com.vn/,2.8,0.063,0.149,-0.114,1369.9,1369.9,NH
925,OCH,HNX,Khách sạn và Dịch vụ OCH,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2006.0,1032.0,927.0,0.0,http://www.och.vn,2.5,0.014,0.139,0.01,200.0,200.0,CT
926,ODE,UPCOM,Tập đoàn Truyền thông và Giải trí ODE,254.0,5553,Truyền thông,Media,2016.0,0.0,126.0,0.0,https://ode.vn,,-0.038,0.007,,10.0,10.0,CT
927,OGC,HOSE,Tập đoàn Đại Dương,299.0,8775,Dịch vụ tài chính,Financial Services,2007.0,1662.0,10113.0,0.002,http://www.oceangroup.vn,2.4,-0.132,-0.313,0.139,300.0,300.0,CT
928,OIL,UPCOM,PV Oil,144.0,533,Dầu khí,Oil & Gas,2008.0,711.0,16932.0,0.061,http://www.pvoil.com.vn,2.5,-0.142,-0.252,-0.258,1034.2,201.4,CT
929,ONE,HNX,Truyền thông Số 1,311.0,9572,Công nghệ Thông tin,Technology,2001.0,79.0,0.0,0.122,http://www.one.com.vn,,-0.032,-0.011,0.029,7.9,8.0,CT
930,ONW,UPCOM,Dịch vụ Một Thế giới,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2009.0,9.0,102.0,0.147,http://www.oneworld.vn,,-0.016,0.078,-0.07,2.0,2.0,CT
931,OPC,HOSE,Dược phẩm OPC,238.0,4577,Y tế,Health Care,2002.0,1029.0,981.0,0.008,http://www.opcpharma.com,2.9,-0.033,0.046,0.331,64.1,64.1,CT
932,ORS,HOSE,Chứng khoán Tiên Phong,300.0,8777,Dịch vụ tài chính,Financial Services,2006.0,18.0,18317.0,0.014,http://www.tpbs.com.vn,2.6,0.01,-0.019,-0.401,200.0,200.0,CK
933,PAC,HOSE,Pin Ắc quy Miền Nam,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,1243.0,1404.0,0.128,http://www.pinaco.com.vn,2.7,-0.035,0.025,0.128,46.5,46.5,CT
934,PAI,UPCOM,"CNTT, VT và Tự động hóa Dầu khí - PAIC",267.0,6535,Viễn thông,Telecommunications,2009.0,84.0,104.0,0.001,http://www.paic.pvn.vn,3.1,-0.016,0.078,0.873,4.2,4.2,CT
935,PAN,HOSE,Tập đoàn PAN,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2005.0,9304.0,21259.0,0.107,https://thepangroup.vn,2.8,-0.083,-0.213,-0.286,208.9,216.4,CT
936,PAP,UPCOM,Cảng Phước An,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,,159.0,0.0,http://www.pap.vn,2.3,0.457,0.77,0.319,200.0,150.0,CT
937,PAS,UPCOM,Quốc tế Phương Anh,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2010.0,49.0,0.0,0.011,http://www.phuonganhgroup.com.vn,2.9,-0.223,-0.222,-0.473,28.0,28.0,CT
938,PAT,UPCOM,Phốt pho Apatit Việt Nam,151.0,1357,Hóa chất,Chemicals,2014.0,217.0,189.0,0.001,https://pacvietnam.vn,3.0,-0.072,-0.076,,25.0,25.0,CT
939,PBC,UPCOM,Dược Phẩm TW 1- Pharbaco,238.0,4577,Y tế,Health Care,1993.0,586.0,738.0,0.0,http://www.pharbaco.com.vn,2.3,-0.023,-0.072,0.05,113.3,113.3,CT
940,PBK,UPCOM,Điện lực Dầu khí Bắc Kạn,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,25.0,0.0,0.0,,,,,,8.6,8.6,CT
941,PBP,HNX,Bao bì Dầu khí VN,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,216.0,283.0,0.001,http://www.pbp.vn,,-0.354,-0.375,0.197,4.8,4.8,CT
942,PBT,UPCOM,PV Building,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,328.0,133.0,0.0,http://www.pvbuilding.com.vn,,-0.016,-0.06,0.093,17.5,17.5,CT
943,PC1,HOSE,Tập đoàn PC1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005.0,1524.0,686.0,0.057,http://pc1group.vn,2.6,0.039,-0.303,-0.199,270.4,235.2,CT
944,PCC,UPCOM,Xây lắp 1- Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002.0,583.0,310.0,0.0,http://www.pcc1.petrolimex.com.vn,,-0.016,0.223,0.419,11.5,11.5,CT
945,PCE,HNX,Phân bón và Hóa chất DK Miền Trung,151.0,1357,Hóa chất,Chemicals,2008.0,51.0,138.0,0.011,http://www.pce.vn,,0.088,0.314,0.486,10.0,10.0,CT
946,PCF,UPCOM,Cà phê PETEC,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2006.0,28.0,448.0,0.001,http://www.petecof.vn,2.1,-0.127,-0.29,-0.357,3.0,3.0,CT
947,PCG,HNX,Đầu tư PT Gas Đô thị,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,67.0,1174.0,0.475,http://www.pvgascity.com.vn,,-0.016,0.093,-0.13,18.9,18.9,CT
948,PCH,HNX,Nhựa Picomat,150.0,1353,Hóa chất,Chemicals,2010.0,51.0,129.0,0.0,https://picomat.vn,,-0.132,-0.309,,20.0,20.0,CT
949,PCM,UPCOM,VLXD Bưu điện,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,116.0,0.0,0.0,http://www.pcm.vn,,0.228,0.039,0.641,3.9,4.0,CT
950,PCN,UPCOM,Dầu khí DMC-Miền Bắc,151.0,1357,Hóa chất,Chemicals,2008.0,72.0,257.0,0.001,http://www.pvdmcn.com.vn,,0.121,-0.007,1.01,4.0,3.9,CT
951,PCT,HNX,Vận tải Khí và Hóa chất Việt Nam,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,61.0,1610.0,0.0,http://www.pct.com.vn,,0.001,0.139,0.09,27.6,23.0,CT
952,PDB,HNX,DIN Capital,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010.0,191.0,720.0,0.001,http://www.dufago.com.vn,,-0.113,-0.264,-0.294,8.9,8.9,CT
953,PDC,UPCOM,Dầu khí Phương Đông,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2008.0,134.0,474.0,0.001,http://www.phuongdongpv.com.vn,,0.155,-0.049,-0.017,15.0,15.0,CT
954,PDN,HOSE,Cảng Đồng Nai,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,269.0,25.0,0.004,http://www.dongnai-port.com,3.5,0.017,0.224,0.787,18.5,18.5,CT
955,PDR,HOSE,BĐS Phát Đạt,336.0,8633,Bất động sản,Real Estate,2004.0,420.0,1373.0,0.03,https://www.phatdat.com.vn,3.0,-0.315,-0.552,-0.379,671.6,671.6,CT
956,PDV,UPCOM,Vận tải Phương Đông Việt,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,282.0,0.0,0.0,http://www.pvoilshipping.vn,2.8,0.061,0.088,0.161,31.1,25.1,CT
957,PEC,UPCOM,Cơ khí Điện lực,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,353.0,0.0,0.0,http://www.pecvn.com,,-0.016,0.078,0.555,3.1,3.1,CT
958,PEG,UPCOM,TM Kỹ thuật và Đầu tư (PETEC),275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,464.0,743.0,0.0,http://www.petec.com.vn,2.3,0.068,0.063,0.0,248.9,231.9,CT
959,PEN,HNX,Xây lắp III Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002.0,306.0,0.0,0.0,http://www.penjico.petrolimex.com.vn,,0.109,0.578,0.492,5.0,5.0,CT
960,PEQ,UPCOM,Thiết bị xăng dầu Petrolimex,316.0,573,Dầu khí,Oil & Gas,2012.0,170.0,177.0,0.0,http://www.peco.com.vn,,-0.002,0.052,0.312,5.0,5.0,CT
961,PET,HOSE,PETROSETCO,253.0,5379,Bán lẻ,Retail,2005.0,2739.0,6272.0,0.015,http://www.petrosetco.com.vn,2.5,-0.034,-0.401,-0.206,89.8,90.5,CT
962,PFL,UPCOM,Dầu khí Đông Đô,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007.0,32.0,1646.0,0.002,http://daukhidongdo.vn,2.3,-0.116,-0.392,-0.35,50.0,50.0,CT
963,PGB,UPCOM,PG Bank,289.0,8355,Ngân hàng,Banks,1993.0,1442.0,10591.0,0.0,http://www.pgbank.com.vn,2.6,-0.047,-0.203,-0.168,300.0,300.0,NH
964,PGC,HOSE,Gas Petrolimex,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,1058.0,0.0,0.051,http://www.pgas.petrolimex.com.vn,2.5,-0.016,-0.032,-0.024,60.3,60.3,CT
965,PGD,HOSE,PV GAS D,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,267.0,1689.0,0.465,http://www.pvgasd.com.vn,2.9,0.023,0.046,0.159,90.0,90.0,CT
966,PGI,HOSE,Bảo hiểm PJICO,292.0,8536,Bảo hiểm,Insurance,1995.0,1497.0,0.0,0.206,http://www.pjico.com.vn,2.7,-0.047,0.039,0.421,110.9,110.9,BH
967,PGN,HNX,Phụ Gia Nhựa,150.0,1353,Hóa chất,Chemicals,2007.0,41.0,607.0,0.07,https://pgn.com.vn/,,-0.304,-0.252,-0.117,8.5,8.5,CT
968,PGS,HNX,Khí Miền Nam,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,1209.0,443.0,0.015,http://www.southerngas.com.vn,2.7,-0.052,0.049,0.266,50.0,50.0,CT
969,PGT,HNX,PGT Holdings,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007.0,29.0,0.0,0.543,http://www.pgt-holdings.com,,0.018,-0.084,-0.42,9.2,9.2,CT
970,PGV,HOSE,Tổng Công ty Phát điện 3,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2012.0,2478.0,2009.0,0.0,http://www.genco3.com,2.6,-0.052,-0.127,-0.167,1123.5,1123.5,CT
971,PHC,HOSE,Phuc Hung Holdings,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001.0,483.0,6867.0,0.013,http://www.phuchung.com.vn,2.2,-0.042,-0.081,-0.322,50.7,50.6,CT
972,PHH,UPCOM,Hồng Hà Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1993.0,23.0,0.0,0.004,http://honghavietnam.vn,2.7,-0.162,-0.268,-0.138,18.1,20.0,CT
973,PHN,HNX,Pin Hà Nội,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,289.0,320.0,0.49,http://www.habaco.com.vn,,0.19,0.311,0.294,7.3,7.3,CT
974,PHP,UPCOM,Cảng Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,3394.0,3185.0,0.001,http://www.haiphongport.com.vn,2.8,-0.022,0.227,-0.15,327.0,327.0,CT
975,PHR,HOSE,Cao su Phước Hòa,150.0,1353,Hóa chất,Chemicals,2008.0,3126.0,2495.0,0.114,http://www.phr.vn,3.2,-0.042,-0.156,-0.13,135.5,135.5,CT
976,PHS,UPCOM,Chứng khoán Phú Hưng,300.0,8777,Dịch vụ tài chính,Financial Services,2006.0,355.0,390.0,0.831,https://www.phs.vn,2.2,-0.016,-0.151,0.118,150.0,150.0,CK
977,PIA,HNX,Tin học Viễn thông Petrolimex,267.0,6535,Viễn thông,Telecommunications,2003.0,121.0,225.0,0.122,http://www.piacom.com.vn,,-0.114,-0.03,0.249,3.9,3.9,CT
978,PIC,HNX,Đầu tư Điện lực 3,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2008.0,57.0,5290.0,0.0,https://pc3invest.cpc.vn,3.1,-0.016,0.11,0.688,33.3,33.3,CT
979,PID,UPCOM,Trang trí nội thất Dầu khí,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009.0,42.0,0.0,0.0,http://www.pvcid.vn,,0.082,0.232,0.559,4.0,4.0,CT
980,PIS,UPCOM,Pisico Bình Định,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2015.0,452.0,302.0,0.0,http://www.pisico.vn,2.9,-0.016,0.618,0.596,27.5,27.5,CT
981,PIT,HOSE,XNK PETROLIMEX,250.0,5373,Bán lẻ,Retail,2004.0,215.0,1607.0,0.008,http://www.pitco.com.vn,2.2,-0.058,0.183,-0.195,14.2,15.2,CT
982,PIV,UPCOM,PIV JSC,339.0,8637,Bất động sản,Real Estate,2008.0,16.0,511.0,0.017,http://www.piv.vn,,-0.106,-0.013,-0.286,17.3,17.3,CT
983,PJC,HNX,TM và Vận tải Petrolimex HN,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,1999.0,483.0,801.0,0.004,http://www.petajicohanoi.com.vn,,-0.016,0.122,0.454,7.3,7.3,CT
