lmao,ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
284,CVN,HNX,Vinam Group,235.0,4535,Y tế,Health Care,2007.0,56.0,2593.0,0.0,http://vinamgroup.com.vn/,,0.019,-0.153,-0.431,29.7,29.7,CT
285,CVP,UPCOM,Cảng Cửa Việt,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,20.0,20.0,0.0,https://cuavietport.com,,-0.016,0.078,,3.4,3.4,CT
286,CVT,HOSE,CMC JSC,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,1125.0,1284.0,0.005,https://cmctiles.vn,2.6,-0.016,0.112,0.529,36.7,36.7,CT
287,CX8,HNX,Constrexim số 8,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2000.0,287.0,123.0,0.003,http://www.constrexim8.com.vn,,0.068,-0.303,-0.015,2.2,2.1,CT
288,CYC,UPCOM,Gạch men Chang YIH,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,221.0,0.0,0.393,http://www.changyih-ceramic.com,2.1,-0.016,0.078,0.135,9.0,2.0,CT
289,D11,HNX,Địa ốc 11,336.0,8633,Bất động sản,Real Estate,2004.0,137.0,0.0,0.001,http://www.diaoc11.com.vn,,0.013,-0.099,-0.388,7.3,6.6,CT
290,D2D,HOSE,Phát triển Đô thị số 2,336.0,8633,Bất động sản,Real Estate,2006.0,86.0,3550.0,0.037,http://www.d2d.com.vn,2.9,-0.088,-0.25,-0.331,30.3,30.3,CT
291,DAC,UPCOM,CTCP 382 Đông Anh,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003.0,176.0,0.0,0.065,https://www.382donganh.com/,,-0.016,0.078,0.671,1.0,1.0,CT
292,DAD,HNX,Phát triển GD Đà Nẵng,256.0,5557,Truyền thông,Media,2007.0,52.0,197.0,0.0,http://www.nxbgddn.vn/,,-0.1,-0.081,0.111,4.7,5.0,CT
293,DAE,HNX,Sách Giáo dục Đà Nẵng,256.0,5557,Truyền thông,Media,2004.0,20.0,295.0,0.008,http://www.sachgiaoduc.com,,-0.021,-0.069,0.15,1.5,1.5,CT
294,DAG,HOSE,TĐ Nhựa Đông Á,150.0,1353,Hóa chất,Chemicals,2001.0,244.0,6605.0,0.003,http://www.dag.com.vn,2.0,0.002,-0.224,-0.395,59.6,59.6,CT
295,DAH,HOSE,Tập đoàn Khách sạn Đông Á,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2003.0,12.0,327.0,0.001,https://www.mayplazahotel.com,2.7,-0.046,-0.294,-0.351,84.2,84.2,CT
296,DAN,UPCOM,Dược Danapha,238.0,4577,Y tế,Health Care,2007.0,386.0,189.0,0.0,http://www.danapha.com,3.2,0.115,0.095,,20.9,21.1,CT
297,DAP,UPCOM,Bao bì Đông Á,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1995.0,331.0,202.0,0.0,http://www.donga.khatoco.com,,,,,1.7,1.7,CT
298,DAS,UPCOM,Thiết bị Dầu khí Đà Nẵng,188.0,2753,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1983.0,148.0,0.0,0.0,http://daesco.vn/,,-0.016,0.086,0.067,4.2,4.2,CT
299,DAT,HOSE,ĐT Du lịch và PT Thủy sản,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2008.0,110.0,440.0,0.0,http://www.trisedco.com,2.3,-0.02,-0.06,-0.165,62.9,62.9,CT
300,DBC,HOSE,Tập đoàn DABACO,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2004.0,5847.0,0.0,0.048,http://www.dabaco.com.vn,2.7,-0.024,-0.291,-0.287,242.0,242.0,CT
301,DBD,HOSE,Dược - TB Y tế Bình Định,238.0,4577,Y tế,Health Care,2010.0,1191.0,1841.0,0.075,http://www.bidiphar.com,2.8,-0.018,-0.003,0.25,74.8,74.9,CT
302,DBM,UPCOM,BAMEPHARM,238.0,4577,Y tế,Health Care,1976.0,156.0,254.0,0.23,http://www.bamepharm.com.vn,,-0.016,0.078,0.421,1.9,1.9,CT
303,DBT,HOSE,Dược phẩm Bến Tre,238.0,4577,Y tế,Health Care,2004.0,556.0,2153.0,0.028,http://www.bepharco.com,2.6,-0.016,-0.075,-0.062,14.2,14.2,CT
304,DBW,UPCOM,Cấp nước Điện Biên,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,233.0,175.0,0.0,http://www.capnuocdienbien.com,3.2,-0.016,0.078,0.343,39.3,39.3,CT
305,DC1,UPCOM,Phát triển Xây dựng số 1 (DIC1),181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2013.0,126.0,0.0,0.022,https://dic1.vn/,,-0.158,-0.202,-0.335,4.1,4.1,CT
306,DC2,HNX,DIC Số 2,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005.0,77.0,754.0,0.024,https://dic2.vn/,,-0.073,0.063,-0.218,7.2,7.2,CT
307,DC4,HOSE,Xây dựng DIC Holdings,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005.0,312.0,603.0,0.001,http://www.diccons.vn,2.3,0.057,-0.141,-0.378,52.5,52.5,CT
308,DCF,UPCOM,XD và Thiết kế số 1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003.0,65.0,224.0,0.0,http://www.decofi.vn,2.0,-0.016,0.028,4.877,15.0,15.0,CT
309,DCG,UPCOM,May Đáp Cầu,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2015.0,2080.0,879.0,0.053,http://www.dagarco.vn,,-0.016,0.078,1.192,6.8,6.8,CT
310,DCH,UPCOM,Địa chính Hà Nội,339.0,8637,Bất động sản,Real Estate,2006.0,117.0,115.0,0.0,http://www.hcsc.vn,,-0.016,0.078,0.547,2.9,2.9,CT
311,DCL,HOSE,Dược phẩm Cửu Long,238.0,4577,Y tế,Health Care,2004.0,959.0,2216.0,0.013,http://dcl.com.vn,2.5,-0.007,0.082,-0.071,73.0,73.0,CT
312,DCM,HOSE,Đạm Cà Mau,151.0,1357,Hóa chất,Chemicals,2011.0,918.0,21094.0,0.11,http://www.pvcfc.com.vn,3.7,-0.096,-0.131,0.061,529.4,529.4,CT
313,DCR,UPCOM,Gạch men COSEVCO,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2013.0,324.0,170.0,0.0,http://www.dacera.com.vn,,-0.156,0.095,0.106,6.5,6.5,CT
314,DCS,UPCOM,Đại Châu,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000.0,33.0,121.0,0.007,http://daichau.com/,,-0.016,-0.285,-0.451,60.3,60.3,CT
315,DCT,UPCOM,Tấm lợp VLXD Đồng Nai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2000.0,239.0,2501.0,0.004,http://www.donac.net,1.7,-0.016,-0.222,-0.462,27.2,27.2,CT
316,DDG,HNX,Đầu tư CN XNK Đông Dương,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,150.0,379.0,0.0,http://www.dongduongcorp.com.vn,2.4,-0.001,0.081,0.674,59.8,57.0,CT
317,DDH,UPCOM,Đảm bảo GTĐT Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,320.0,254.0,0.0,http://www.gtdthp.com.vn,,-0.016,0.078,2.419,3.6,3.6,CT
318,DDM,UPCOM,Hàng hải Đông Đô,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,286.0,0.0,0.001,http://www.dongdomarine.com.vn,3.0,-0.097,0.175,-0.117,12.2,12.2,CT
319,DDN,UPCOM,Dược - TB Y tế Đà Nẵng,238.0,4577,Y tế,Health Care,1984.0,229.0,1226.0,0.0,http://www.dapharco.com.vn,,-0.067,0.01,-0.075,15.3,15.3,CT
320,DDV,UPCOM,DAP - Vinachem,151.0,1357,Hóa chất,Chemicals,2008.0,677.0,749.0,0.001,http://www.dap-vinachem.com.vn,2.8,-0.091,-0.408,-0.446,146.1,146.1,CT
321,DFC,UPCOM,Xích líp Đông Anh,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2009.0,1364.0,740.0,0.0,http://www.xichlipda.vn,,-0.016,-0.128,0.172,6.0,6.0,CT
322,DFF,UPCOM,Tập đoàn Đua Fat,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009.0,120.0,307.0,0.0,https://duafat.com.vn,1.8,-0.07,-0.02,-0.157,80.0,80.0,CT
323,DGC,HOSE,Hóa chất Đức Giang,151.0,1357,Hóa chất,Chemicals,2004.0,2170.0,944.0,0.17,http://ducgiangchem.vn,3.7,-0.121,-0.261,0.076,379.8,379.8,CT
324,DGT,UPCOM,Công trình GT Đồng Nai,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005.0,52.0,0.0,0.0,http://www.dgtc.vn,2.4,0.06,-0.225,-0.446,79.0,79.0,CT
325,DGW,HOSE,Thế Giới Số,253.0,5379,Bán lẻ,Retail,2003.0,612.0,1228.0,0.259,https://digiworld.com.vn,2.9,-0.003,-0.297,-0.032,163.1,163.2,CT
326,DHA,HOSE,Hóa An,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2000.0,119.0,2027.0,0.147,http://www.hoaan.com.vn,3.0,0.06,-0.065,-0.122,14.7,15.1,CT
327,DHB,UPCOM,Đạm Hà Bắc,151.0,1357,Hóa chất,Chemicals,2006.0,1238.0,1335.0,0.0,http://www.damhabac.com.vn,2.8,-0.088,-0.079,0.159,272.2,272.2,CT
328,DHC,HOSE,Đông Hải Bến Tre,156.0,1737,Tài nguyên Cơ bản,Basic Resources,2003.0,519.0,1004.0,0.317,http://www.dohacobentre.com.vn,3.2,-0.105,-0.255,-0.251,70.0,70.0,CT
329,DHD,UPCOM,Dược Vật Tư Y Tế Hải Dương,238.0,4577,Y tế,Health Care,2003.0,797.0,409.0,0.001,http://www.hdpharma.vn,2.4,-0.016,-0.027,0.439,15.0,15.0,CT
330,DHG,HOSE,Dược Hậu Giang,238.0,4577,Y tế,Health Care,2004.0,2678.0,3660.0,0.542,http://www.dhgpharma.com.vn,3.0,0.007,0.082,0.185,130.7,130.7,CT
331,DHM,HOSE,Khoáng sản Dương Hiếu,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2003.0,26.0,0.0,0.001,http://www.duonghieu.com.vn,2.6,-0.014,-0.013,0.076,31.4,31.4,CT
332,DHN,UPCOM,Dược Hà Nội,238.0,4577,Y tế,Health Care,2002.0,70.0,187.0,0.0,http://hanoipharma.com.vn/,,-0.016,0.078,0.164,6.3,6.3,CT
333,DHP,HNX,Điện cơ Hải Phòng,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,173.0,191.0,0.007,https://hapemco.vn/,,-0.096,0.078,0.313,9.5,9.5,CT
334,DHT,HNX,Dược phẩm Hà Tây,247.0,5333,Bán lẻ,Retail,2001.0,795.0,749.0,0.271,http://www.hataphar.com.vn,2.8,-0.023,0.071,0.199,26.4,26.4,CT
335,DIC,UPCOM,ĐT và TM DIC,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004.0,122.0,0.0,0.004,http://www.dic-intraco.vn,2.1,-0.099,-0.275,-0.382,26.1,26.6,CT
336,DID,UPCOM,DIC - Đồng Tiến,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004.0,205.0,0.0,0.003,http://www.dicdongtien.vn,,-0.053,-0.331,-0.48,15.6,15.6,CT
337,DIG,HOSE,DIC Corp,336.0,8633,Bất động sản,Real Estate,2008.0,866.0,48279.0,0.043,http://www.dic.vn,3.0,0.006,-0.436,-0.441,609.9,609.9,CT
338,DIH,HNX,PT Xây dựng Hội An,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,235.0,0.0,0.001,http://www.dichoian.com,1.9,0.036,0.016,-0.163,5.9,6.0,CT
339,DKC,UPCOM,Chợ Lạng Sơn,250.0,5373,Bán lẻ,Retail,2004.0,,0.0,0.0,http://www.chodongkinh.com.vn,,-0.016,0.078,-0.007,2.3,2.3,CT
340,DL1,HNX,Tập đoàn Alpha 7,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,188.0,14736.0,0.032,https://www.a7group.vn,2.3,0.023,-0.247,-0.45,106.2,106.2,CT
341,DLD,UPCOM,Du lịch Đắk Lắk,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2005.0,208.0,121.0,0.0,http://www.daklaktourist.com.vn,2.2,-0.016,0.016,0.506,9.3,9.3,CT
342,DLG,HOSE,Đức Long Gia Lai,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2007.0,5750.0,3572.0,0.018,http://www.duclonggroup.com,2.1,0.045,-0.191,-0.438,299.3,299.3,CT
343,DLR,UPCOM,Địa ốc Đà Lạt,336.0,8633,Bất động sản,Real Estate,1992.0,86.0,197.0,0.096,http://www.dalatreal.com.vn,,-0.016,-0.258,0.229,4.5,4.5,CT
344,DLT,UPCOM,Du lịch và TM - Vinacomin,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2013.0,373.0,280.0,0.0,http://www.vttctravel.vn,,-0.056,0.038,0.981,2.5,2.5,CT
345,DM7,UPCOM,Dệt may 7,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2010.0,473.0,131.0,0.0,http://www.detmay7.com,,1.09,1.183,2.284,15.4,15.4,CT
346,DMC,HOSE,Dược phẩm DOMESCO,238.0,4577,Y tế,Health Care,2004.0,1109.0,0.0,0.551,http://www.domesco.com,2.7,-0.001,0.069,0.134,34.7,34.7,CT
347,DMN,UPCOM,Domenal,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2012.0,49.0,546.0,0.0,http://www.domenal.com.vn,,-0.272,-0.125,,12.5,12.5,CT
348,DNA,UPCOM,Điện nước An Giang,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2011.0,1412.0,596.0,0.0,http://www.diennuocag.com.vn,2.9,-0.246,-0.117,0.137,56.3,56.3,CT
349,DNC,HNX,Điện nước Hải Phòng,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,1992.0,107.0,135.0,0.003,http://diennuochp.com.vn,3.2,-0.016,-0.021,0.449,6.4,6.4,CT
350,DND,UPCOM,XD và Vật liệu Đồng Nai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005.0,141.0,283.0,0.0,http://www.vatlieudongnai.vn,2.9,-0.016,0.056,0.038,8.8,8.8,CT
351,DNE,UPCOM,Môi trường Đô thị Đà Nẵng,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,1272.0,940.0,0.012,http://www.moitruongdothidanang.com.vn,,-0.106,-0.003,0.154,5.8,5.8,CT
352,DNH,UPCOM,Thủy điện Đa Nhim-Hàm Thuận-Đa Mi,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,260.0,114.0,0.0,https://www.dhd.com.vn,3.3,-0.016,0.078,0.503,422.4,422.4,CT
353,DNL,UPCOM,Logistics Cảng Đà Nẵng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,166.0,294.0,0.004,http://www.danalog.com.vn,,-0.016,-0.096,0.001,4.3,4.3,CT
354,DNM,HNX,Y tế Danameco,236.0,4537,Y tế,Health Care,1976.0,693.0,394.0,0.036,http://www.danameco.com,2.8,-0.112,-0.112,-0.196,5.3,5.3,CT
355,DNN,UPCOM,Cấp nước Đà Nẵng,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,590.0,625.0,0.0,http://www.dawaco.com.vn,3.9,-0.016,0.078,0.343,58.0,58.0,CT
356,DNP,HNX,Nhựa Đồng Nai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004.0,2100.0,0.0,0.002,http://www.dnpcorp.vn,2.4,0.022,0.12,0.407,118.9,118.9,CT
357,DNT,UPCOM,Du lịch Đồng Nai,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2016.0,189.0,0.0,0.0,http://www.dulichdongnai.com.vn,,-0.016,0.277,3.543,7.3,7.5,CT
358,DNW,UPCOM,Cấp nước Đồng Nai,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1985.0,936.0,909.0,0.001,http://www.dowaco.vn,3.2,-0.056,-0.021,0.269,120.0,120.0,CT
359,DOC,UPCOM,Vật tư nông nghiệp Đồng Nai,151.0,1357,Hóa chất,Chemicals,2010.0,48.0,100.0,0.0,http://docam.vn,,-0.016,0.078,0.45,10.0,10.0,CT
360,DOP,UPCOM,Vận tải XD Đồng Tháp,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001.0,100.0,482.0,0.005,http://www.dopetco.com.vn,,-0.016,0.051,0.451,4.7,4.7,CT
361,DP1,UPCOM,Dược phẩm Trung ương CPC1,238.0,4577,Y tế,Health Care,2010.0,331.0,402.0,0.0,http://www.cpc1.com.vn,2.3,-0.062,-0.096,0.069,21.0,21.0,CT
362,DP2,UPCOM,Dược phẩm TW 2,238.0,4577,Y tế,Health Care,2005.0,196.0,379.0,0.0,http://www.dopharma.vn,,-0.016,0.078,0.259,20.0,20.0,CT
363,DP3,HNX,Dược Phẩm TW3,238.0,4577,Y tế,Health Care,2003.0,303.0,306.0,0.009,http://www.duocphamtw3.com,3.5,0.007,0.099,0.187,8.6,8.6,CT
364,DPC,HNX,Nhựa Đà Nẵng,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2000.0,39.0,285.0,0.018,http://www.danaplast.vn,2.5,-0.016,-0.072,-0.054,2.2,2.2,CT
365,DPD,UPCOM,Cao su Đồng Phú Đắk Nông,150.0,1353,Hóa chất,Chemicals,2008.0,237.0,119.0,0.0,http://doruco-d.com.vn,,-0.036,0.057,0.322,12.0,12.0,CT
366,DPG,HOSE,Tập đoàn Đạt Phương,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002.0,517.0,5613.0,0.011,http://www.datphuong.com.vn,2.8,-0.034,-0.269,-0.424,63.0,63.0,CT
367,DPH,UPCOM,Dược phẩm Hải Phòng,238.0,4577,Y tế,Health Care,2005.0,336.0,0.0,0.001,https://haipharco.vn,3.2,-0.181,-0.2,-0.211,3.0,3.0,CT
368,DPM,HOSE,Đạm Phú Mỹ,151.0,1357,Hóa chất,Chemicals,2004.0,1529.0,15217.0,0.18,http://www.dpm.vn,3.8,-0.086,-0.167,0.143,391.3,391.4,CT
369,DPP,UPCOM,Dược Đồng Nai,238.0,4577,Y tế,Health Care,1996.0,90.0,141.0,0.001,http://www.donaipharm.com.vn,,-0.016,0.11,0.232,3.0,3.0,CT
370,DPR,HOSE,Cao su Đồng Phú,150.0,1353,Hóa chất,Chemicals,2004.0,4157.0,3907.0,0.026,http://www.doruco.com.vn,3.5,-0.017,-0.097,-0.113,43.0,43.0,CT
371,DPS,UPCOM,Đầu tư Phát triển Sóc Sơn,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2010.0,38.0,265.0,0.014,http://www.dautusocson.com,,-0.016,-0.047,-0.307,31.1,31.1,CT
372,DQC,HOSE,Bóng đèn Điện Quang,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005.0,1085.0,361.0,0.009,https://dienquang.com/,2.4,-0.012,-0.087,-0.152,27.6,34.4,CT
373,DRC,HOSE,Cao su Đà Nẵng,213.0,3357,Ô tô và phụ tùng,Automobiles & Parts,2005.0,1734.0,14480.0,0.078,https://drc.com.vn/,2.8,-0.005,-0.216,-0.13,118.8,118.8,CT
374,DRG,UPCOM,Cao su Đắk Lắk,150.0,1353,Hóa chất,Chemicals,2010.0,2221.0,1466.0,0.0,http://www.dakruco.com,2.0,-0.016,-0.048,-0.278,155.8,1.7,CT
375,DRH,HOSE,DRH Holdings,336.0,8633,Bất động sản,Real Estate,2006.0,62.0,0.0,0.012,http://www.drh.vn,2.0,-0.088,-0.363,-0.493,123.7,124.4,CT
376,DRI,UPCOM,Đầu tư Cao su Đắk Lắk,150.0,1353,Hóa chất,Chemicals,2012.0,2396.0,1950.0,0.004,http://www.dri.com.vn,2.8,-0.016,-0.183,-0.35,73.2,73.2,CT
377,DRL,HOSE,Thủy điện - Điện lực 3,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2003.0,34.0,1852.0,0.032,http://www.pc3hp.com.vn,3.2,0.036,0.059,0.376,9.5,9.5,CT
378,DS3,HNX,Quản lý Đường sông số 3,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,70.0,133.0,0.004,http://www.duongsong3.vn,,0.123,0.217,-0.201,10.7,10.7,CT
379,DSC,UPCOM,Chứng khoán DSC,300.0,8777,Dịch vụ tài chính,Financial Services,2006.0,23.0,167.0,0.0,https://www.dsc.com.vn,2.8,0.108,0.226,1.139,100.0,100.0,CK
380,DSD,UPCOM,DHC Suối Đôi,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2014.0,0.0,307.0,0.0,https://dhcsuoidoi.vn,2.0,-0.016,0.478,,31.1,31.1,CT
381,DSG,UPCOM,Kính Đáp Cầu,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005.0,101.0,620.0,0.002,http://www.kinhdapcau.vn,,0.064,0.66,0.074,30.0,30.0,CT
382,DSN,HOSE,Công viên nước Đầm Sen,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2003.0,153.0,339.0,0.22,http://www.damsenwaterpark.com.vn,3.2,-0.065,0.077,0.438,12.1,12.1,CT
383,DSP,UPCOM,Dịch vụ Du lịch Phú Thọ,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2006.0,388.0,614.0,0.0,http://www.phuthotourist.com.vn,2.9,0.266,0.289,0.554,118.7,118.7,CT
384,DST,HNX,Đầu tư Sao Thăng Long,256.0,5557,Truyền thông,Media,2005.0,6.0,2480.0,0.001,http://www.saothanglong.vn,3.1,0.034,-0.114,-0.111,32.2,32.3,CT
385,DSV,UPCOM,Đường sắt Vĩnh Phú,192.0,2775,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,456.0,235.0,0.0,http://www.duongsatvinhphu.com,,-0.016,0.078,0.251,1.2,1.2,CT
386,DTA,HOSE,BĐS Đệ Tam,336.0,8633,Bất động sản,Real Estate,2003.0,39.0,141.0,0.001,http://www.detamland.com,2.5,0.008,-0.171,-0.447,18.1,18.1,CT
387,DTB,UPCOM,Công trình Đô thị Bảo Lộc,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,163.0,194.0,0.0,https://congtydothibaoloc.com/,,-0.016,0.019,1.045,1.6,1.6,CT
388,DTC,HNX,Viglacera Đông Triều,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004.0,753.0,286.0,0.017,http://viglaceradtc.com.vn,,-0.002,-0.039,-0.175,10.0,10.0,CT
389,DTD,HNX,Đầu tư Phát triển Thành Đạt,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001.0,120.0,0.0,0.001,http://www.thanhdathanam.vn,3.0,0.014,-0.2,-0.381,42.4,36.3,CT
390,DTE,UPCOM,Đại Trường Thành Holdings,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2016.0,0.0,310.0,0.0,http://www.dttholdings.com.vn,2.1,0.025,-0.128,-0.329,50.7,50.7,CT
391,DTG,UPCOM,Dược phẩm Tipharco,238.0,4577,Y tế,Health Care,2006.0,346.0,312.0,0.001,http://www.tipharco.com.vn,,-0.016,0.055,1.067,6.3,6.3,CT
392,DTH,UPCOM,Vật tư Y tế Thanh Hóa,235.0,4535,Y tế,Health Care,2014.0,799.0,465.0,0.0,http://www.thephaco.com.vn,,-0.016,-0.027,,7.5,7.5,CT
393,DTI,UPCOM,Đầu tư Đức Trung,259.0,5753,Du lịch và Giải trí,Travel & Leisure,1994.0,12.0,152.0,0.0,http://www.ductrung.vn,,0.041,-0.033,-0.305,12.1,12.1,CT
394,DTK,HNX,Vinacomin Power,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,1969.0,969.0,0.0,http://www.vinacominpower.vn/,2.5,-0.027,0.025,-0.074,682.8,682.8,CT
395,DTL,HOSE,Đại Thiên Lộc,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2001.0,311.0,310.0,0.0,http://daithienloc.com.vn/,2.0,0.172,0.165,0.01,60.6,61.4,CT
396,DTN,UPCOM,Diêm Thống Nhất,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1956.0,375.0,0.0,0.0,http://www.diemthongnhat.com.vn,,,,,2.2,2.2,CT
397,DTP,UPCOM,Dược phẩm CPC1 Hà Nội,238.0,4577,Y tế,Health Care,2009.0,944.0,109.0,0.0,http://www.cpc1hn.com.vn,3.2,0.046,0.521,0.38,16.2,16.2,CT
398,DTT,HOSE,Kỹ nghệ Đô Thành,150.0,1353,Hóa chất,Chemicals,1994.0,214.0,834.0,0.002,http://www.dothanhtech.com,3.3,-0.011,-0.001,0.067,8.2,8.2,CT
399,DTV,UPCOM,PT điện Nông thôn Trà Vinh,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,1996.0,181.0,114.0,0.0,http://www.diennongthontv.com,3.4,-0.016,0.078,0.362,5.3,5.3,CT
400,DUS,UPCOM,Dịch vụ Đô thị Đà Lạt,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2003.0,383.0,87.0,0.0,http://dothidalat.com.vn/,,-0.016,0.078,-0.008,5.6,5.6,CT
401,DVC,UPCOM,TM dịch vụ Cảng Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2000.0,224.0,257.0,0.0,http://www.dichvucang.com,,-0.016,-0.057,0.093,10.8,10.8,CT
402,DVG,HNX,Tập đoàn Sơn Đại Việt,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,23.0,0.0,0.001,http://www.davipaint.com,2.6,-0.051,-0.247,-0.512,28.0,28.0,CT
403,DVM,HNX,Dược liệu Việt Nam,238.0,4577,Y tế,Health Care,2011.0,144.0,221.0,0.0,https://duoclieuvietnam.com.vn,,0.006,0.071,,35.7,35.7,CT
404,DVN,UPCOM,Tổng Công ty Dược Việt Nam,238.0,4577,Y tế,Health Care,2011.0,1033.0,283.0,0.0,http://www.vinapharm.com.vn,2.3,-0.053,0.018,-0.042,237.0,237.0,CT
405,DVP,HOSE,ĐT và PT Cảng Đình Vũ,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2003.0,431.0,0.0,0.123,http://www.dinhvuport.com.vn,3.1,-0.092,-0.045,0.068,40.0,40.0,CT
406,DVW,UPCOM,DV và XD cấp nước Đồng Nai,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008.0,120.0,111.0,0.0,http://www.dvxdcn.com,,-0.016,0.078,1.099,2.3,2.3,CT
407,DWC,UPCOM,Cấp nước Đắk Lắk,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,401.0,369.0,0.0,http://www.dakwaco.com.vn,2.4,-0.016,0.073,,31.5,20.2,CT
408,DWS,UPCOM,Cấp nước Đồng Tháp,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,718.0,580.0,0.0,http://www.dowasen.com,3.0,-0.05,0.02,0.37,25.9,25.9,CT
409,DXG,HOSE,Địa ốc Đất Xanh,336.0,8633,Bất động sản,Real Estate,2007.0,418.0,39626.0,0.273,http://www.datxanh.com.vn,2.9,0.039,-0.264,-0.267,610.0,609.3,CT
