ticker,industryEn,loanDeposit,badLoanGrossLoan,badLoanAsset,provisionBadLoan,financialHealth,netDebtEquity,currentRatio,quickRatio,interestCoverage,netDebtEBITDA
NWT,Travel & Tourism,,,,,3.0,4,4,5,1,1
NXT,Building Materials & Fixtures,,,,,2.2,4,3,2,1,1
OCB,Banks,1,3,4,1,2.2,,,,,
OCH,Food Products,,,,,3.8,5,4,4,1,5
ODE,Broadcasting & Entertainment,,,,,3.4,5,5,5,1,1
OGC,Specialty Finance,,,,,4.6,5,4,4,5,5
OIL,Exploration & Production,,,,,4.2,4,3,4,5,5
ONE,Computer Hardware,,,,,2.6,3,3,3,3,1
ONW,Recreational Services,,,,,1.8,4,1,2,1,1
OPC,Pharmaceuticals,,,,,4.8,5,5,4,5,5
ORS,Investment Services,,,,,4.8,4,5,5,5,5
PAC,Electrical Components & Equipment,,,,,3.4,2,3,3,5,4
PAI,Fixed Line Telecommunications,,,,,4.8,5,4,5,5,5
PAN,Food Products,,,,,4.0,4,3,3,5,5
PAP,Transportation Services,,,,,2.6,4,1,2,1,5
PAS,Steel,,,,,3.6,4,4,3,3,4
PAT,Specialty Chemicals,,,,,4.8,4,5,5,5,5
PBC,Pharmaceuticals,,,,,2.4,3,2,3,3,1
PBK,Conventional Electricity,,,,,4.4,4,4,5,4,5
PBP,Containers & Packaging,,,,,4.2,5,3,3,5,5
PBT,Containers & Packaging,,,,,4.0,5,4,5,1,5
PC1,Heavy Construction,,,,,2.6,2,3,4,2,2
PCC,Heavy Construction,,,,,2.2,3,3,3,1,1
PCE,Specialty Chemicals,,,,,4.2,4,4,3,5,5
PCF,Soft Drinks,,,,,3.6,4,3,4,2,5
PCG,Gas Distribution,,,,,3.4,5,5,5,1,1
PCH,Commodity Chemicals,,,,,4.8,4,5,5,5,5
PCM,Building Materials & Fixtures,,,,,4.8,5,5,5,4,5
PCN,Specialty Chemicals,,,,,3.6,5,4,3,1,5
PCT,Trucking,,,,,5.0,5,5,5,5,5
PDB,Building Materials & Fixtures,,,,,4.4,4,4,4,5,5
PDC,Travel & Tourism,,,,,3.2,5,2,3,1,5
PDN,Transportation Services,,,,,4.8,5,4,5,5,5
PDR,Real Estate Holding & Development,,,,,3.8,3,4,3,5,4
PDV,Marine Transportation,,,,,4.0,4,3,4,4,5
PEC,Industrial Machinery,,,,,2.2,2,3,3,2,1
PEG,Gas Distribution,,,,,4.0,5,2,3,5,5
PEN,Heavy Construction,,,,,3.2,3,3,4,1,5
PEQ,Oil Equipment & Services,,,,,2.6,5,3,3,1,1
PET,Specialty Retailers,,,,,2.8,2,3,3,4,2
PFL,Heavy Construction,,,,,3.4,5,5,5,1,1
PGB,Banks,2,2,4,1,2.2,,,,,
PGC,Gas Distribution,,,,,3.0,2,3,4,5,1
PGD,Gas Distribution,,,,,3.6,5,3,4,1,5
PGI,Property & Casualty Insurance,,,,,3.6,5,3,4,1,5
PGN,Commodity Chemicals,,,,,4.0,3,4,4,5,4
PGS,Gas Distribution,,,,,4.2,5,3,3,5,5
PGT,Travel & Tourism,,,,,4.2,4,3,4,5,5
PGV,Conventional Electricity,,,,,2.8,1,3,4,4,2
PHC,Heavy Construction,,,,,2.2,2,3,3,2,1
PHH,Heavy Construction,,,,,3.2,5,3,2,1,5
PHN,Electrical Components & Equipment,,,,,5.0,5,5,5,5,5
PHP,Transportation Services,,,,,4.8,4,5,5,5,5
PHR,Commodity Chemicals,,,,,4.8,4,5,5,5,5
PHS,Investment Services,,,,,3.4,2,4,5,5,1
PIA,Fixed Line Telecommunications,,,,,4.2,5,5,5,1,5
PIC,Conventional Electricity,,,,,4.6,4,5,5,4,5
PID,Heavy Construction,,,,,1.8,4,1,2,1,1
PIS,Forestry,,,,,4.2,4,4,4,5,4
PIT,Broadline Retailers,,,,,2.4,2,3,3,2,2
PIV,Real Estate Services,,,,,2.8,5,1,2,1,5
PJC,Gas Distribution,,,,,4.6,5,4,4,5,5
PJS,Water,,,,,3.4,5,5,5,1,1
PJT,Marine Transportation,,,,,3.6,4,3,3,3,5
PLA,Real Estate Holding & Development,,,,,3.2,5,4,4,1,2
PLC,Specialty Chemicals,,,,,2.8,2,3,3,4,2
PLE,Heavy Construction,,,,,2.8,5,3,4,1,1
PLO,Transportation Services,,,,,2.0,5,1,2,1,1
PLP,Commodity Chemicals,,,,,2.2,2,3,3,2,1
PLX,Exploration & Production,,,,,3.6,4,3,3,4,4
PMB,Specialty Chemicals,,,,,4.8,5,5,4,5,5
PMC,Pharmaceuticals,,,,,4.2,5,5,5,1,5
PMG,Gas Distribution,,,,,3.0,3,2,3,2,5
PMJ,Telecommunications Equipment,,,,,3.0,5,4,4,1,1
PMP,Containers & Packaging,,,,,2.6,2,3,2,3,3
PMS,Industrial Machinery,,,,,4.0,4,3,3,5,5
PMT,Telecommunications Equipment,,,,,4.4,5,5,5,2,5
PMW,Water,,,,,4.2,5,3,3,5,5
PNC,Publishing,,,,,3.4,5,3,3,1,5
PND,Gas Distribution,,,,,3.6,4,2,2,5,5
PNG,Broadline Retailers,,,,,2.2,4,2,3,1,1
PNJ,Personal Products,,,,,4.2,4,5,2,5,5
PNP,Marine Transportation,,,,,4.8,4,5,5,5,5
PNT,Heavy Construction,,,,,3.4,5,5,5,1,1
POB,Gas Distribution,,,,,3.0,5,4,4,1,1
POM,Steel,,,,,2.2,1,2,2,1,5
POS,Oil Equipment & Services,,,,,5.0,5,5,5,5,5
POT,Computer Hardware,,,,,2.2,2,3,3,2,1
POV,Gas Distribution,,,,,3.8,4,2,3,5,5
POW,Conventional Electricity,,,,,4.2,4,3,4,5,5
PPC,Conventional Electricity,,,,,3.4,5,5,5,1,1
PPE,Business Support Services,,,,,4.2,5,5,5,1,5
PPH,Clothing & Accessories,,,,,3.4,3,4,4,5,1
PPI,Real Estate Holding & Development,,,,,2.8,5,1,2,1,5
PPP,Pharmaceuticals,,,,,4.8,5,5,4,5,5
PPS,Business Support Services,,,,,4.6,5,4,4,5,5
PPT,Gas Distribution,,,,,2.0,2,3,3,1,1
PPY,Gas Distribution,,,,,4.0,4,3,3,5,5
PQN,Transportation Services,,,,,4.2,5,3,3,5,5
PRC,Trucking,,,,,2.4,3,3,3,2,1
PRE,Reinsurance,,,,,3.4,4,3,4,1,5
PRO,Food Products,,,,,3.4,5,5,5,1,1
PRT,Farming & Fishing,,,,,5.0,5,5,5,5,5
PSB,Heavy Construction,,,,,5.0,5,5,5,5,5
PSC,Trucking,,,,,3.6,4,2,3,4,5
PSD,Specialty Retailers,,,,,2.6,1,3,3,5,1
PSE,Specialty Chemicals,,,,,4.6,5,4,4,5,5
PSG,Heavy Construction,,,,,2.8,5,1,2,1,5
PSH,Gas Distribution,,,,,1.8,1,3,2,2,1
PSI,Investment Services,,,,,3.4,3,3,4,3,4
PSL,Farming & Fishing,,,,,3.4,5,5,5,1,1
PSN,Transportation Services,,,,,3.8,5,4,4,1,5
PSP,Trucking,,,,,4.0,4,5,5,1,5
PSW,Specialty Chemicals,,,,,4.2,4,5,2,5,5
PTB,Forestry,,,,,3.8,3,3,3,5,5
PTC,Heavy Construction,,,,,3.0,3,4,5,2,1
PTD,Heavy Construction,,,,,3.4,2,3,3,5,4
PTE,Building Materials & Fixtures,,,,,2.0,5,1,2,1,1
PTG,Clothing & Accessories,,,,,3.2,5,4,5,1,1
PTH,Gas Distribution,,,,,3.4,4,2,2,4,5
PTI,Property & Casualty Insurance,,,,,3.4,4,3,4,1,5
PTL,Real Estate Holding & Development,,,,,3.4,5,5,5,1,1
PTN,,,,,,,,,,,
PTO,Heavy Construction,,,,,3.4,5,5,5,1,1
PTP,Fixed Line Telecommunications,,,,,3.4,5,5,5,1,1
PTS,Trucking,,,,,3.2,3,2,2,4,5
PTT,Trucking,,,,,3.4,5,5,5,1,1
PTV,Oil Equipment & Services,,,,,3.4,5,5,5,1,1
PTX,Trucking,,,,,2.4,3,1,2,2,4
PV2,Real Estate Holding & Development,,,,,3.6,5,3,4,1,5
PVA,Heavy Construction,,,,,3.2,5,2,3,1,5
PVB,Oil Equipment & Services,,,,,4.2,5,5,5,1,5
PVC,Oil Equipment & Services,,,,,3.6,4,4,4,5,1
PVD,Oil Equipment & Services,,,,,3.4,4,4,5,1,3
PVE,Oil Equipment & Services,,,,,2.2,2,3,3,2,1
PVG,Gas Distribution,,,,,3.6,5,3,4,1,5
PVH,Heavy Construction,,,,,2.8,1,4,3,1,5
PVI,Property & Casualty Insurance,,,,,3.6,5,3,4,1,5
PVL,Real Estate Holding & Development,,,,,2.6,5,2,3,1,2
PVM,Industrial Suppliers,,,,,4.6,4,4,5,5,5
PVO,Specialty Chemicals,,,,,4.0,5,5,4,1,5
PVP,Trucking,,,,,5.0,5,5,5,5,5
PVR,Real Estate Holding & Development,,,,,3.2,4,3,2,2,5
PVS,Oil Equipment & Services,,,,,4.8,5,4,5,5,5
PVT,Marine Transportation,,,,,4.8,4,5,5,5,5
PVV,Heavy Construction,,,,,2.2,5,2,2,1,1
PVX,Heavy Construction,,,,,2.8,3,2,3,5,1
PVY,Heavy Construction,,,,,2.8,5,1,2,1,5
PWA,Real Estate Holding & Development,,,,,2.6,5,3,3,1,1
PWS,Water,,,,,4.8,4,5,5,5,5
PX1,Building Materials & Fixtures,,,,,1.4,1,2,2,1,1
PXA,Real Estate Holding & Development,,,,,2.4,2,2,2,1,5
PXC,Real Estate Holding & Development,,,,,2.6,4,1,2,1,5
PXI,Heavy Construction,,,,,3.6,5,5,4,1,3
PXL,Real Estate Holding & Development,,,,,4.2,5,5,5,1,5
PXM,Heavy Construction,,,,,2.8,5,1,2,1,5
PXS,Heavy Construction,,,,,2.8,4,2,2,1,5
PXT,Heavy Construction,,,,,2.6,4,3,3,1,2
QBS,Specialty Chemicals,,,,,4.2,4,5,5,3,4
QCC,Heavy Construction,,,,,4.2,5,5,5,5,1
QCG,Real Estate Holding & Development,,,,,3.4,4,3,2,4,4
QHD,Diversified Industrials,,,,,4.6,4,5,4,5,5
QHW,Soft Drinks,,,,,4.2,5,5,5,1,5
QLT,Transportation Services,,,,,3.2,5,4,5,1,1
QNC,Building Materials & Fixtures,,,,,3.0,2,2,2,5,4
QNS,Food Products,,,,,4.8,4,5,5,5,5
QNT,Heavy Construction,,,,,3.4,5,5,5,1,1
QNU,Waste & Disposal Services,,,,,3.4,5,5,5,1,1
QNW,Water,,,,,5.0,5,5,5,5,5
QPH,Conventional Electricity,,,,,4.8,4,5,5,5,5
QSP,Transportation Services,,,,,3.4,5,5,5,1,1
QST,Publishing,,,,,3.2,3,2,3,5,3
QTC,Heavy Construction,,,,,4.2,4,4,3,5,5
QTP,Conventional Electricity,,,,,4.8,4,5,5,5,5
RAL,Furnishings,,,,,4.0,3,3,4,5,5
RAT,Trucking,,,,,2.2,2,3,4,1,1
RBC,Commodity Chemicals,,,,,2.8,4,4,4,1,1
RCC,Heavy Construction,,,,,3.0,3,4,4,3,1
RCD,Heavy Construction,,,,,3.6,5,5,5,2,1
RCL,Real Estate Holding & Development,,,,,4.6,5,4,4,5,5
RDP,Commodity Chemicals,,,,,2.2,2,3,3,2,1
REE,Industrial Machinery,,,,,4.2,3,4,5,5,4
RGC,Broadcasting & Entertainment,,,,,4.2,5,5,5,1,5
RIC,Recreational Services,,,,,2.8,4,2,2,1,5
ROS,Heavy Construction,,,,,2.8,4,3,3,3,1
RTB,Commodity Chemicals,,,,,4.8,4,5,5,5,5
S12,Heavy Construction,,,,,2.8,5,1,2,1,5
S27,Heavy Construction,,,,,2.2,5,2,2,1,1
S4A,Conventional Electricity,,,,,3.8,4,2,3,5,5
S55,Heavy Construction,,,,,2.6,2,3,3,3,2
S72,Heavy Construction,,,,,2.2,3,1,2,2,3
S74,Heavy Construction,,,,,4.2,5,5,5,1,5
S96,Heavy Construction,,,,,3.4,5,3,4,4,1
S99,Heavy Construction,,,,,3.2,3,4,4,3,2
SAB,Brewers,,,,,5.0,5,5,5,5,5
SAC,Transportation Services,,,,,4.2,5,5,5,1,5
SAF,Food Products,,,,,4.2,5,5,5,1,5
SAL,Commercial Vehicles & Trucks,,,,,3.4,5,5,5,1,1
SAM,Telecommunications Equipment,,,,,4.0,4,3,4,4,5
SAP,Publishing,,,,,3.0,4,2,3,1,5
SAS,Specialty Retailers,,,,,5.0,5,5,5,5,5
SAV,Forestry,,,,,5.0,5,5,5,5,5
SB1,Brewers,,,,,3.6,5,4,3,5,1
SBA,Conventional Electricity,,,,,4.2,4,3,4,5,5
SBD,Software,,,,,2.0,2,3,3,1,1
SBH,Conventional Electricity,,,,,5.0,5,5,5,5,5
SBL,Brewers,,,,,3.6,4,2,2,5,5
SBM,Heavy Construction,,,,,4.2,4,3,4,5,5
SBR,Commodity Chemicals,,,,,3.4,5,5,5,1,1
SBS,Investment Services,,,,,4.4,5,5,5,2,5
SBT,Food Products,,,,,2.8,3,3,3,3,2
SBV,Specialty Retailers,,,,,3.8,3,4,4,4,4
SC5,Heavy Construction,,,,,2.4,2,3,3,3,1
SCC,Building Materials & Fixtures,,,,,3.2,4,5,5,1,1
SCD,Soft Drinks,,,,,2.4,1,2,3,1,5
SCG,Heavy Construction,,,,,2.8,1,4,5,3,1
SCI,Heavy Construction,,,,,3.8,3,3,4,4,5
SCJ,Building Materials & Fixtures,,,,,1.6,1,2,2,2,1
SCL,Building Materials & Fixtures,,,,,4.0,4,3,3,5,5
SCO,Industrial Machinery,,,,,2.2,5,1,2,2,1
SCR,Real Estate Holding & Development,,,,,3.0,4,4,4,2,1
SCS,Airlines,,,,,4.2,5,5,5,1,5
SCY,Commercial Vehicles & Trucks,,,,,3.6,5,4,3,1,5
SD1,Heavy Construction,,,,,2.0,5,1,2,1,1
SD2,Heavy Construction,,,,,2.6,3,4,3,2,1
SD3,Heavy Construction,,,,,1.6,1,2,2,2,1
SD4,Heavy Construction,,,,,1.8,1,3,3,1,1
SD5,Heavy Construction,,,,,3.6,4,3,3,3,5
SD6,Heavy Construction,,,,,2.2,3,3,2,2,1
SD7,Heavy Construction,,,,,4.4,5,5,5,2,5
SD8,Heavy Construction,,,,,2.2,5,2,2,1,1
SD9,Heavy Construction,,,,,3.0,3,3,3,2,4
SDA,Business Training & Employment Agencies,,,,,4.2,4,3,4,5,5
SDB,Heavy Construction,,,,,2.6,5,3,3,1,1
SDC,Business Support Services,,,,,4.6,4,5,4,5,5
SDD,Heavy Construction,,,,,2.0,3,2,3,1,1
SDG,Containers & Packaging,,,,,3.6,3,3,3,5,4
SDJ,Heavy Construction,,,,,2.2,5,1,2,2,1
SDK,Industrial Machinery,,,,,3.6,3,3,2,5,5
SDN,Building Materials & Fixtures,,,,,4.4,4,4,4,5,5
SDP,Building Materials & Fixtures,,,,,3.2,5,2,3,1,5
SDT,Heavy Construction,,,,,2.8,3,4,4,1,2
SDU,Heavy Construction,,,,,2.4,3,3,3,2,1
SDV,Waste & Disposal Services,,,,,2.0,3,2,3,1,1
SDX,Heavy Construction,,,,,2.4,4,3,3,1,1
SDY,Building Materials & Fixtures,,,,,3.2,5,2,3,1,5
SEA,Farming & Fishing,,,,,3.6,4,4,4,5,1
SEB,Conventional Electricity,,,,,4.8,4,5,5,5,5
SED,Publishing,,,,,4.0,4,3,3,5,5
SEP,Commodity Chemicals,,,,,1.4,1,2,2,1,1
SFC,Gas Distribution,,,,,4.6,5,4,4,5,5
SFG,Specialty Chemicals,,,,,2.6,2,3,3,4,1
SFI,Marine Transportation,,,,,5.0,5,5,5,5,5
SFN,Industrial Suppliers,,,,,4.2,5,5,5,1,5
SGB,Banks,2,3,4,1,2.5,,,,,
SGC,Food Products,,,,,4.8,5,5,4,5,5
SGD,Publishing,,,,,4.0,5,3,2,5,5
SGH,Hotels,,,,,4.2,5,5,5,1,5
SGI,Clothing & Accessories,,,,,4.0,4,5,5,5,1
SGN,Transportation Services,,,,,4.2,5,5,5,1,5
SGO,Food Products,,,,,3.6,4,4,4,1,5
SGP,Transportation Services,,,,,4.8,4,5,5,5,5
SGR,Real Estate Holding & Development,,,,,4.6,5,4,4,5,5
SGS,Marine Transportation,,,,,5.0,5,5,5,5,5
SGT,Internet,,,,,2.6,2,3,3,4,1
SHA,Steel,,,,,2.2,2,3,3,2,1
SHB,Banks,1,3,4,2,2.4,,,,,
SHC,Marine Transportation,,,,,4.8,5,4,5,5,5
SHE,Durable Household Products,,,,,3.8,3,4,4,5,3
SHG,Heavy Construction,,,,,3.0,5,2,2,1,5
SHI,Steel,,,,,2.2,2,3,3,2,1
SHN,Coal,,,,,2.4,2,3,4,2,1
SHP,Conventional Electricity,,,,,4.2,4,3,4,5,5
SHS,Investment Services,,,,,4.8,4,5,5,5,5
SHX,Travel & Tourism,,,,,3.4,5,5,5,1,1
SIC,Heavy Construction,,,,,3.0,3,3,3,5,1
SID,Real Estate Holding & Development,,,,,3.4,5,5,5,1,1
SIG,Heavy Construction,,,,,2.0,2,3,3,1,1
SII,Water,,,,,2.4,3,1,2,1,5
SIP,Real Estate Holding & Development,,,,,5.0,5,5,5,5,5
SIV,Specialty Chemicals,,,,,3.0,4,5,4,1,1
SJ1,Farming & Fishing,,,,,2.2,2,3,3,2,1
SJC,Heavy Construction,,,,,2.6,1,4,2,1,5
SJD,Conventional Electricity,,,,,4.8,4,5,5,5,5
SJE,Heavy Construction,,,,,2.4,2,3,3,3,1
SJF,Specialty Chemicals,,,,,4.2,4,5,5,2,5
SJG,Heavy Construction,,,,,3.2,3,3,4,5,1
SJM,Heavy Construction,,,,,4.4,5,3,4,5,5
SJS,Real Estate Holding & Development,,,,,2.8,3,3,2,5,1
SKG,Travel & Tourism,,,,,4.2,5,5,5,1,5
SKH,Soft Drinks,,,,,4.4,5,4,3,5,5
SKN,Soft Drinks,,,,,3.4,5,5,5,1,1
SKV,Soft Drinks,,,,,4.4,5,4,3,5,5
SLS,Food Products,,,,,4.0,4,3,3,5,5
SMA,Conventional Electricity,,,,,3.2,4,1,2,4,5
SMB,Brewers,,,,,4.0,4,3,3,5,5
SMC,Steel,,,,,3.4,2,3,3,5,4
SMN,Publishing,,,,,4.2,5,3,3,5,5
SMT,Telecommunications Equipment,,,,,2.0,2,3,3,1,1
SNC,Farming & Fishing,,,,,2.4,2,3,2,4,1
SNZ,Heavy Construction,,,,,4.6,4,4,5,5,5
SP2,Conventional Electricity,,,,,3.0,5,1,2,3,4
SPB,Clothing & Accessories,,,,,2.0,2,3,3,1,1
SPC,Specialty Chemicals,,,,,4.0,5,3,3,4,5
SPD,Farming & Fishing,,,,,2.0,2,3,2,2,1
SPH,Farming & Fishing,,,,,3.4,5,5,5,1,1
SPI,General Mining,,,,,4.4,5,3,4,5,5
SPM,Pharmaceuticals,,,,,4.2,4,5,5,4,3
SPP,Containers & Packaging,,,,,2.8,5,1,2,1,5
SPV,Farming & Fishing,,,,,2.2,3,3,3,1,1
SQC,General Mining,,,,,2.6,4,1,2,1,5
SRA,Software,,,,,4.2,5,5,5,1,5
SRB,Software,,,,,2.0,5,1,2,1,1
SRC,Tires,,,,,3.2,3,3,2,5,3
SRF,Industrial Machinery,,,,,2.6,3,3,3,3,1
SRT,Travel & Tourism,,,,,1.4,1,1,2,2,1
SSB,Banks,1,4,4,4,3.1,,,,,
SSC,Farming & Fishing,,,,,4.2,5,5,5,1,5
SSF,Footwear,,,,,2.0,5,1,2,1,1
SSG,Marine Transportation,,,,,2.4,5,2,3,1,1
SSH,Real Estate Holding & Development,,,,,2.2,2,3,3,2,1
SSI,Investment Services,,,,,4.0,3,4,5,5,3
SSM,Steel,,,,,3.6,4,4,4,1,5
SSN,Farming & Fishing,,,,,4.6,4,4,5,5,5
ST8,Electronic Office Equipment,,,,,5.0,5,5,5,5,5
STB,Banks,2,5,5,5,4.1,,,,,
STC,Publishing,,,,,4.0,4,4,2,5,5
STG,Transportation Services,,,,,5.0,5,5,5,5,5
STH,Publishing,,,,,3.8,4,5,5,4,1
STK,Clothing & Accessories,,,,,4.6,5,4,4,5,5
STL,Real Estate Holding & Development,,,,,2.0,5,1,2,1,1
STP,Containers & Packaging,,,,,4.8,4,5,5,5,5
STS,Trucking,,,,,4.2,5,5,5,5,1
STT,Travel & Tourism,,,,,2.8,5,1,2,1,5
STW,Water,,,,,5.0,5,5,5,5,5
SUM,Publishing,,,,,2.6,4,3,4,1,1
SVC,Automobiles,,,,,4.0,4,3,3,5,5
SVD,Clothing & Accessories,,,,,3.8,4,5,4,2,4
SVG,Diversified Industrials,,,,,3.2,4,3,3,2,4
SVH,Conventional Electricity,,,,,3.8,3,3,4,4,5
SVI,Containers & Packaging,,,,,4.6,4,4,5,5,5
SVN,Heavy Construction,,,,,4.2,5,5,5,1,5
SVT,Paper,,,,,4.2,5,5,5,1,5
SWC,Marine Transportation,,,,,5.0,5,5,5,5,5
SZB,Real Estate Holding & Development,,,,,5.0,5,5,5,5,5
SZC,Real Estate Holding & Development,,,,,2.6,2,1,2,5,3
SZE,Waste & Disposal Services,,,,,4.2,4,3,4,5,5
SZG,Real Estate Holding & Development,,,,,4.8,4,5,5,5,5
SZL,Real Estate Holding & Development,,,,,4.8,4,5,5,5,5
TA3,Heavy Construction,,,,,2.2,3,3,3,1,1
TA6,Heavy Construction,,,,,2.2,3,3,3,1,1
TA9,Heavy Construction,,,,,4.2,5,3,3,5,5
TAG,Real Estate Holding & Development,,,,,4.2,5,5,5,1,5
TAN,Soft Drinks,,,,,3.4,5,5,5,1,1
TAR,Farming & Fishing,,,,,2.0,2,3,2,2,1
TAW,Water,,,,,3.8,5,4,4,1,5
TB8,Containers & Packaging,,,,,2.2,3,3,3,1,1
TBC,Conventional Electricity,,,,,4.8,4,5,5,5,5
TBD,Electronic Equipment,,,,,3.0,3,3,3,4,2
TBH,Transportation Services,,,,,3.0,4,4,5,1,1
TBR,Real Estate Holding & Development,,,,,3.4,5,5,5,1,1
TBT,Heavy Construction,,,,,2.2,5,2,2,1,1
TBX,Building Materials & Fixtures,,,,,4.0,5,5,4,1,5
TC6,Coal,,,,,2.8,5,1,2,1,5
TCB,Banks,1,5,5,5,3.9,,,,,
TCD,Heavy Construction,,,,,3.4,3,4,4,5,1
TCH,Real Estate Holding & Development,,,,,4.8,4,5,5,5,5
TCI,Investment Services,,,,,4.8,4,5,5,5,5
TCJ,Farming & Fishing,,,,,1.8,4,1,2,1,1
TCK,Heavy Construction,,,,,2.2,5,2,2,1,1
TCL,Trucking,,,,,4.4,5,3,4,5,5
TCM,Clothing & Accessories,,,,,4.2,4,4,3,5,5
TCO,Trucking,,,,,4.0,4,5,5,1,5
TCR,Building Materials & Fixtures,,,,,3.0,4,3,3,2,3
TCT,Travel & Tourism,,,,,4.2,5,5,5,1,5
TCW,Transportation Services,,,,,4.8,5,4,5,5,5
TDB,Conventional Electricity,,,,,3.4,5,5,5,1,1
TDC,Real Estate Services,,,,,3.0,3,2,3,3,4
TDF,Building Materials & Fixtures,,,,,4.0,4,4,3,5,4
TDG,Gas Distribution,,,,,2.4,3,3,3,2,1
TDH,Real Estate Holding & Development,,,,,3.0,5,2,2,1,5
TDM,Water,,,,,3.8,4,2,3,5,5
TDN,Coal,,,,,2.8,2,2,3,2,5
TDP,Containers & Packaging,,,,,2.4,1,3,3,3,2
TDS,Steel,,,,,4.2,4,5,2,5,5
TDT,Clothing & Accessories,,,,,2.6,3,3,2,4,1
TDW,Water,,,,,4.2,5,3,3,5,5
TED,Heavy Construction,,,,,4.2,5,3,3,5,5
TEG,Real Estate Holding & Development,,,,,4.6,4,5,5,5,4
TEL,Heavy Construction,,,,,3.0,5,4,4,1,1
TET,Clothing & Accessories,,,,,4.2,5,5,5,1,5
TFC,Food Products,,,,,2.0,1,3,3,2,1
TGG,Heavy Construction,,,,,3.4,4,3,3,2,5
TGP,Electrical Components & Equipment,,,,,1.8,2,3,2,1,1
TH1,Food Retailers & Wholesalers,,,,,3.2,5,2,3,1,5
THB,Brewers,,,,,3.0,5,4,4,1,1
THD,Real Estate Holding & Development,,,,,4.0,4,3,4,5,4
THG,Heavy Construction,,,,,4.0,4,3,3,5,5
THI,Electronic Equipment,,,,,2.6,3,4,3,2,1
THN,Water,,,,,3.6,4,2,3,5,4
THP,Farming & Fishing,,,,,1.8,1,3,2,2,1
THS,Broadline Retailers,,,,,3.8,4,4,2,4,5
THT,Coal,,,,,2.8,2,2,2,3,5
THU,Waste & Disposal Services,,,,,3.0,4,4,5,1,1
THW,Water,,,,,4.0,5,4,5,1,5
TID,Real Estate Holding & Development,,,,,3.2,3,3,4,5,1
TIE,Electrical Components & Equipment,,,,,4.0,5,5,5,1,4
TIG,Real Estate Holding & Development,,,,,4.2,5,3,3,5,5
TIN,Asset Managers,1,1,1,1,1.0,,,,,
TIP,Real Estate Holding & Development,,,,,4.2,5,5,5,1,5
TIS,Steel,,,,,1.4,1,1,2,2,1
TIX,Real Estate Holding & Development,,,,,5.0,5,5,5,5,5
TJC,Trucking,,,,,5.0,5,5,5,5,5
TKA,Containers & Packaging,,,,,3.6,4,4,4,5,1
TKC,Heavy Construction,,,,,2.0,1,3,3,2,1
TKG,Steel,,,,,4.6,5,5,5,3,5
TKU,Aluminum,,,,,4.0,4,4,2,5,5
TL4,Heavy Construction,,,,,2.4,3,3,4,1,1
TLD,Real Estate Holding & Development,,,,,4.4,4,5,5,4,4
TLG,Nondurable Household Products,,,,,5.0,5,5,5,5,5
TLH,Steel,,,,,3.6,3,4,2,5,4
TLI,Clothing & Accessories,,,,,3.4,5,5,5,1,1
TLP,Gas Distribution,,,,,3.6,5,3,3,2,5
TLT,Building Materials & Fixtures,,,,,2.4,2,2,2,5,1
TMB,Coal,,,,,4.0,5,3,2,5,5
TMC,Gas Distribution,,,,,4.2,5,3,3,5,5
TMG,Steel,,,,,4.0,5,2,3,5,5
TMP,Conventional Electricity,,,,,4.8,4,5,5,5,5
TMS,Transportation Services,,,,,4.6,4,4,5,5,5
TMT,Automobiles,,,,,2.4,2,2,2,3,3
TMW,Forestry,,,,,4.2,5,5,5,5,1
TMX,Building Materials & Fixtures,,,,,4.2,5,5,5,1,5
TN1,Real Estate Holding & Development,,,,,4.4,4,5,5,4,4
TNA,Steel,,,,,2.2,2,3,3,2,1
TNB,Steel,,,,,2.2,2,3,2,3,1
TNC,Commodity Chemicals,,,,,4.2,5,5,5,1,5
TNG,Clothing & Accessories,,,,,3.2,2,3,3,4,4
TNH,Health Care Providers,,,,,3.8,4,2,3,5,5
TNI,Steel,,,,,4.4,3,5,5,5,4
TNM,Heavy Construction,,,,,1.8,1,3,3,1,1
TNP,Transportation Services,,,,,2.8,5,3,4,1,1
TNS,Steel,,,,,2.6,1,1,2,4,5
TNT,General Mining,,,,,5.0,5,5,5,5,5
TNW,Water,,,,,2.0,1,2,2,4,1
TOP,Broadline Retailers,,,,,3.6,5,5,5,1,2
TOS,Oil Equipment & Services,,,,,3.6,3,3,4,4,4
TOT,Trucking,,,,,4.8,4,5,5,5,5
TOW,Water,,,,,4.4,4,4,4,5,5
TPB,Banks,2,5,5,5,4.1,,,,,
TPC,Commodity Chemicals,,,,,2.8,3,3,3,4,1
TPH,Publishing,,,,,3.2,5,2,3,1,5
TPP,Containers & Packaging,,,,,2.4,2,3,3,2,2
TPS,Travel & Tourism,,,,,3.4,5,5,5,1,1
TQN,Forestry,,,,,2.0,2,3,3,1,1
TQW,Water,,,,,2.4,4,3,3,1,1
TR1,Travel & Tourism,,,,,2.6,4,3,4,1,1
TRA,Pharmaceuticals,,,,,5.0,5,5,5,5,5
TRC,Commodity Chemicals,,,,,4.4,4,4,4,5,5
TRS,Marine Transportation,,,,,2.4,4,3,3,1,1
TRT,Building Materials & Fixtures,,,,,2.0,2,2,2,3,1
TS3,Heavy Construction,,,,,2.6,1,5,4,2,1
TS4,Farming & Fishing,,,,,1.4,1,2,2,1,1
